年度/Year,月份/Month,日期/Date,石門風電/Shimen Wind Power,林口風電/Linkou Wind Power,蘆竹風電/Luzhu Wind Power,觀園風電/Guanyuan Wind Power,大潭風電/Datan Wind Power,新竹香山風電/Hsinchu Xiangshan Wind Power,台中港區風電/Taichung Harbor Wind Power,台中電廠風電/Taichung Power Plant Wind Power,彰工風電/Changgong Wind Power,彰化王功風電/Changhua Wanggong Wind Power,彰化永興風電/Changhua Yongxing Wind Power,雲林麥寮風電/Yunlin Mailiao Wind Power,雲林四湖風電/Yunlin Sihu Wind Power,恆春風電/Hengchun Wind Power,中屯風電/Zhongtun Wind Power,澎湖湖西風電/Penghu Huxi Wind Power,金沙風電/Jinsha Wind Power,龍門風電/Longmen Wind Power,每日發電量(度)/Daily Power Generation(kWh)
2017,1,1,10830,45996,30740,194338,69259,62544,90810,7440,277783,97942,0,140483,98012,44219,54144,68795,25192,0,1318527
2017,1,2,608,"7,088","11,571",111534,41723,54384,"99,591",6770,310151,87914,0,144333,88370,"19,994",17300,26541,"1,555",0,1029427
2017,1,3,"16,168","74,412","72,650",630146,196136,21280,"302,611",20380,564306,282107,0,419911,247427,"36,265",49044,104056,"26,236",0,"3,063,135"
2017,1,4,"8,192","42,748","56,673",460849,119374,0,"60,529",4740,296746,105855,0,194355,127726,"21,724",29332,48014,"4,030",0,"1,580,887"
2017,1,5,770,592,"1,190",14222,4463,0,979,260,21055,12083,0,17388,24395,"17,201",5723,6028,955,0,127304
2017,1,6,"2,949","21,208","28,299",218704,66066,0,"97,692",6200,308536,94216,0,135733,97549,"15,261",26904,25895,"8,069",0,1153281
2017,1,7,1595,268,"1,175",21659,7156,0,"9,108",1330,61048,21478,0,23078,23274,10563,8709,8464,322,0,199227
2017,1,8,4910,"49,128","52,693",306125,107251,0,"202,500",14540,612190,182512,0,324642,162460,"3,179",42109,40597,"19,776",0,"2,124,612"
2017,1,9,"20,939","114,724","137,457",634379,264127,34291,"423,144",31510,1307831,449962,0,797780,471638,"86,331",95294,121272,"64,260",0,5054939
2017,1,10,"17,663","53,584","74,931",561818,190309,15480,"316,851",25830,1219124,400675,0,663558,367346,38332,92937,109904,"50,176",0,"4,198,518"
2017,1,11,31080,"112,496","143,310",624394,295664,22309,"292,650",24940,1074516,378098,0,606865,351839,0,95195,115192,"48,294",0,4216842
2017,1,12,18648,"86,104","85,268",522646,143360,20568,"260,725",21360,910486,310634,0,482835,246893,0,84127,83710,"19,215",0,"3,296,579"
2017,1,13,"21,306","111,724","145,301",682293,281834,28944,"430,802",34470,1294053,484251,0,823541,440712,39163,87245,117038,"56,061",0,5078738
2017,1,14,24535,"98,360","161,434",641150,303912,29952,"474,200",36810,1376331,537397,0,897651,513830,107166,79872,125865,"93,608",0,"5,502,073"
2017,1,15,"24,820","106,544","137,941",592995,278597,30072,"410,825",28990,1308172,452618,0,727168,409610,"96,776",67079,123091,"80,104",0,"4,875,402"
2017,1,16,"24,212","100,588","118,468",552540,287324,47424,"317,346",24250,1114573,390215,0,612267,337594,"55,397",79642,114476,"63,948",0,"4,240,264"
2017,1,17,10280,"34,972","43,825",403364,159370,47424,"182,619",16310,798738,102554,0,484645,326322,"32,399",86714,94576,"38,237",0,2862349
2017,1,18,1437,"9,140","15,262",130480,45271,12110,"228,255",18130,852614,292538,0,405446,230731,12668,53674,50266,"7,292",0,"2,365,314"
2017,1,19,6367,"28,720","32,768",202595,56889,6083,"230,969",18440,875217,111020,0,471660,246998,1080,60566,55983,"15,530",0,2420885
2017,1,20,"28,912","137,444","165,019",684678,317428,0,"493,592",45160,1327575,555060,0,959380,637181,61164,95697,122099,"81,372",0,5711761
2017,1,21,"13,198","80,420","97,716",563634,219583,0,"471,345",39756,1371298,537783,0,931781,563377,"82,185",91980,103198,"57,820",0,5225074
2017,1,22,"19,623","121,196","139,812",675779,288939,0,"478,215",28914,1286681,540388,0,878288,575134,85818,86443,89183,"70,208",0,5364621
2017,1,23,"29,742","106,804","139,640",613443,306973,20000,"325,077",26888,1201196,413908,0,648277,337420,"105,761",86908,88500,"90,412",0,"4,540,949"
2017,1,24,"28,235","110,508","142,609",592322,305517,25104,"315,001",28804,1097035,395107,0,696346,380483,"80,506",87579,93465,"84,416",0,"4,463,037"
2017,1,25,"24,687","99,932","122,876",627371,294981,28656,"417,752",35918,1321353,494753,0,842878,534017,"38,390",96555,116748,"65,068",0,5161935
2017,1,26,15843,"100,252","111,796",566373,256272,36120,"438,262",36610,1258589,499156,0,861110,550876,"88,761",96334,109505,"55,348",0,"5,081,207"
2017,1,27,5530,"53,296","62,836",521706,178765,0,"210,432",19280,791210,294179,0,619648,370957,58814,89995,89025,"23,427",0,3389100
2017,1,28,"3,193","36,136","46,531",336044,113380,33408,"225,945",18260,768739,240722,0,393217,236124,"68,396",66138,68021,"18,437",0,2672691
2017,1,29,239,696,1452,1863,671,0,26510,2330,159486,55121,0,63461,59498,36905,9378,9634,113,0,427357
2017,1,30,"21,971","99,404","118,544","462,010","225,479","39,480","342,434","31,250","596,462","355,921",0,"585,988","396,504","49,391",60235,72495,"57,152",0,"3,514,720"
2017,1,31,24801,120472,150726,607163,279633,37296,467352,40770,1368431,538505,0,950605,561983,78172,96765,117911,78250,0,5518835
2017,2,1,22057,131844,158807,652871,318796,26064,514474,46370,1216194,560706,0,992322,608899,58485,96215,116871,55407,0,5576382
2017,2,2,27501,132040,168665,602857,334587,47856,466959,31700,1287606,518954,0,871193,555127,93575,96596,118338,85976,0,5439530
2017,2,3,6623,36072,53833,440728,143042,45168,168570,14500,636505,185544,0,369479,247175,57363,86038,81906,14441,0,2586987
2017,2,4,89,1132,1690,8493,4323,46128,33660,3590,207243,61352,0,102386,61559,20655,19670,17803,1188,0,590961
2017,2,5,12078,54000,67305,277011,142947,34752,266386,23110,818693,305494,0,522634,301261,32161,59365,66327,37048,0,3020572
2017,2,6,28551,133684,168469,639218,326715,36336,507126,42920,1320464,520147,0,884484,553542,97114,82215,118412,90418,0,5549815
2017,2,7,23344,111568,129692,595568,239112,24408,256203,22560,1062731,339758,0,548365,340340,59319,81915,109227,72072,0,4016182
2017,2,8,8787,33712,52072,388985,106538,26544,182788,16380,757920,257328,0,442226,253066,8700,54120,56052,6615,0,2651833
2017,2,9,13666,111720,131671,637367,218679,41136,523109,38820,1316381,563568,0,980692,644628,52266,84069,114894,52862,0,5525528
2017,2,10,7480,111920,125532,616595,262283,47760,516402,39912,1224093,560177,0,940892,621894,97938,82362,113878,57096,0,5426214
2017,2,11,10435,103032,110154,563500,236320,48000,472101,38118,1371526,527989,0,841188,492457,107187,82474,121893,81520,0,5207894
2017,2,12,18827,57520,62479,448449,221352,47880,306397,23060,1115915,355123,0,545575,330105,103324,84180,109593,61340,0,3891119
2017,2,13,14947,43732,42913,377110,193858,47880,254810,21790,960446,315684,0,528565,302015,94468,96794,101334,51412,0,3447758
2017,2,14,11935,55804,58344,410407,209269,12864,226248,19320,858067,289046,0,466273,301851,59517,97750,101652,64984,0,3243331
2017,2,15,7206,30204,31242,21634,11276,1277,67594,6390,327808,104710,0,209345,151385,71072,60637,53998,18491,0,1174269
2017,2,16,1701,2576,5698,39402,12816,0,240,200,13555,11174,0,14696,13898,20411,4432,4194,2518,0,147511
2017,2,17,0,176,1647,23237,6832,34512,3788,610,53262,18172,0,35082,34297,9466,1843,2221,1152,0,226297
2017,2,18,20533,85688,91116,607226,184806,8424,423458,33310,1201525,432656,0,780871,440558,42090,74856,89567,51704,0,4568388
2017,2,19,9187,31152,23224,102240,55412,0,58309,3598,214534,71649,0,121066,123837,70426,35823,41814,13575,0,975846
2017,2,20,5423,16712,21223,109472,47249,0,81347,5670,222579,71487,0,90818,49647,15823,11500,12954,154,0,762058
2017,2,21,22379,106640,122648,484579,231304,0,449461,38420,1326313,513904,0,856203,490863,95748,91798,106186,10291,0,4946737
2017,2,22,2678,7260,8819,54248,21704,25248,48182,4180,890701,59113,0,104805,67145,31149,16535,16413,764,0,1358944
2017,2,23,26347,123492,145634,602533,255668,95520,369158,30196,973760,387743,0,581326,374378,54219,61588,77534,67047,0,4226143
2017,2,24,33220,134712,164072,688530,266019,95520,468093,37664,963770,503578,0,736554,465591,88015,83760,122927,70289,0,4922314
2017,2,25,22216,125036,148070,691146,264442,95400,407690,29410,533485,409359,0,608837,371309,57197,84866,119646,32050,0,4000159
2017,2,26,19460,98792,120422,653259,215054,79416,429151,31590,294056,481951,0,819231,524469,48421,84849,120560,45067,0,4065748
2017,2,27,24653,37040,45094,376822,216144,64488,315722,14900,310519,376585,0,551421,313268,101090,84473,116911,71706,0,3020836
2017,2,28,5935,28228,48424,430473,174078,24216,182330,12690,1100054,223772,0,391619,225121,37796,76342,84540,21186,0,3066804
2017,3,1,105,4904,9200,64762,17464,21696,135630,9670,542736,159172,0,317639,209035,3709,34534,39510,1597,0,1571363
2017,3,2,23533,90584,112818,465600,217115,96000,384434,34840,1016951,480397,0,814104,522503,97485,69205,111780,49206,0,4586555
2017,3,3,13001,29924,27944,221438,107418,0,105436,9510,371357,159009,0,291748,135622,83268,64896,75799,35893,0,1732263
2017,3,4,100,100,947,1932,4419,0,42410,4040,179186,59758,0,97780,71380,28054,10829,11079,957,0,512971
2017,3,5,358,692,2476,4465,1057,0,2920,200,13560,9897,0,37453,22691,17692,2362,2964,5134,0,123921
2017,3,6,27389,116756,137159,524806,212319,20160,364880,30140,887827,417577,0,679875,417376,53733,64208,91806,38426,0,4084437
2017,3,7,8440,76404,87278,446626,173803,26352,370838,25360,998264,385012,0,605987,350153,99892,82302,109459,48474,0,3894644
2017,3,8,9973,17324,15535,141991,92529,26352,191890,14290,738618,191731,0,328032,195762,97568,88530,91780,24490,0,2266395
2017,3,9,12078,91772,96094,301106,102684,0,7872,1060,55062,19923,0,39435,35280,79723,43467,39434,23030,0,948020
2017,3,10,21737,61724,79596,274193,98836,0,110480,8540,400578,143583,0,242249,137332,29015,34672,38155,36302,0,1716992
2017,3,11,2287,28708,44457,370255,110499,0,205276,17190,769588,256868,0,455086,322387,14231,85233,81744,25825,0,2789634
2017,3,12,1403,6616,12214,100361,24030,0,29764,2440,149687,44317,0,57473,50674,24463,21908,21005,2728,0,549083
2017,3,13,6087,38080,43546,211845,74612,19992,78173,5430,267597,68456,0,114090,50470,40757,10936,10313,22734,0,1063118
2017,3,14,35126,95808,152828,669755,260009,20832,504944,41242,1367769,547843,0,920598,591799,80701,104799,117783,79308,0,5591144
2017,3,15,39089,60612,97186,512047,196344,20832,311700,21108,957209,294466,0,364441,194581,90597,106218,95017,67924,0,3429371
2017,3,16,10920,37900,46404,273997,62899,20832,114655,9700,574190,189893,0,314352,168274,17959,80255,65045,16135,0,2003410
2017,3,17,10416,86132,88871,513948,103243,0,207607,17170,858373,279226,0,469470,277211,19267,86259,76094,22313,0,3115600
2017,3,18,117,17380,20022,126706,39713,0,122785,8900,469962,122963,0,188680,99547,20856,36769,30329,6775,0,1311504
2017,3,19,3377,47052,49888,278963,76231,0,185196,15020,701089,227269,0,382324,192748,12907,60079,49100,13137,0,2294380
2017,3,20,2682,1560,5817,31854,7080,0,30980,2740,130982,39682,0,53457,47044,9064,8205,8211,1210,0,380568
2017,3,21,34811,96560,125485,477836,215606,78024,309342,25700,856936,327557,0,572123,305782,38258,71183,63523,54625,0,3653351
2017,3,22,22014,43600,44648,228734,80589,0,187700,15730,712067,232219,0,362221,260649,40244,86927,73834,27986,0,2419162
2017,3,23,12996,33976,40710,223073,87203,41136,223289,18220,850155,295265,0,526796,304138,32075,80884,69034,20665,0,2859615
2017,3,24,13025,29592,39071,284232,95988,51528,157598,13110,653731,209862,0,294205,189541,39286,53859,53535,22422,0,2200585
2017,3,25,23285,77064,85437,454530,130190,48120,351159,27420,1068392,391007,0,678872,370274,29878,78795,82934,33865,0,3931222
2017,3,26,14829,43688,44845,234166,99656,48768,339274,25050,1105624,405237,0,648824,374705,102751,110549,120614,18218,0,3736798
2017,3,27,25591,81060,73066,303926,147514,0,186410,12760,666012,204196,0,389675,170422,77470,77768,76565,31228,0,2523663
2017,3,28,10006,24388,27294,46116,8883,0,9697,1140,40447,10727,0,13120,10417,70662,4148,4379,7013,0,288437
2017,3,29,1575,1988,4697,27550,11549,0,32570,2850,149871,40584,0,79946,69862,44008,9839,10963,5049,0,492901
2017,3,30,1768,1320,3264,31862,10740,0,23224,2280,114762,37970,0,47868,34053,23387,7138,7126,4158,0,350920
2017,3,31,31245,71248,97791,359647,164342,0,213000,18050,455650,224229,0,352162,232893,32708,36373,42858,33263,0,2365459
2017,4,1,17949,46764,51715,281645,104633,0,349005,18150,1099312,412617,0,772606,520232,80797,98202,118616,43029,0,4015272
2017,4,2,3970,56704,48037,268319,131728,0,282734,23840,988927,363239,0,623743,345745,65219,79841,83194,22992,0,3388232
2017,4,3,26010,70120,59413,258133,105958,0,19126,1640,91405,38251,0,81274,54328,38123,37354,22528,34897,0,938560
2017,4,4,10716,14148,10108,15758,3161,0,11910,250,31135,15441,0,20303,18568,34272,5070,4048,4080,0,198968
2017,4,5,538,16,1036,3608,2828,0,11466,1500,67904,21249,0,33590,35537,30350,969,1039,2908,0,214538
2017,4,6,108,1076,1625,2352,1309,0,254,0,3749,2834,0,3319,314,18803,2829,1350,8646,0,48568
2017,4,7,424,4820,5180,23130,10597,0,23030,2200,99317,47870,0,85668,62824,13420,23053,20460,9346,0,431339
2017,4,8,13,156,1228,4264,1893,0,9614,610,16994,5751,0,29195,22714,3667,2892,3440,5418,0,107849
2017,4,9,378,17016,15892,209946,139537,0,95916,2930,300420,99409,0,205994,104770,11802,12934,16752,33534,0,1267230
2017,4,10,14293,74588,89840,543158,267182,3720,148692,7020,512989,182816,0,299058,189660,24659,27220,24407,60390,0,2469692
2017,4,11,24372,73296,96841,443621,197662,0,121196,5240,476096,140972,0,246167,132957,23299,33046,21765,57993,0,2094523
2017,4,12,38041,120280,155098,580295,230880,0,358004,19674,1207542,437373,0,680203,390887,25504,109353,92200,69560,0,4514894
2017,4,13,35475,26640,33391,200531,74769,0,100623,9496,474007,119483,0,206339,119276,37730,100084,70961,38591,0,1647396
2017,4,14,499,280,1495,4450,2085,0,10891,1260,60289,21501,0,26765,31097,9272,16529,11679,1719,0,199811
2017,4,15,136,24,1133,1314,86,0,400,150,8746,4778,0,5749,7806,13827,492,355,179,0,45175
2017,4,16,376,168,592,1954,1179,0,1160,300,21435,5248,0,10840,6680,27094,411,235,5001,0,82673
2017,4,17,5288,20924,23061,180452,118849,0,61550,2220,162654,58394,0,94115,52285,10235,13787,9155,33461,0,846430
2017,4,18,15572,25124,31218,194187,150913,0,78800,1580,201490,71656,0,121772,86366,38004,17434,10985,7692,0,1052793
2017,4,19,4277,740,2345,14131,8371,0,21670,2160,105959,35736,0,85946,73520,5829,8787,9688,2546,0,381705
2017,4,20,11019,14784,13495,108334,93705,0,23380,1130,52289,17740,0,33515,33389,23265,6102,4183,18455,0,454785
2017,4,21,15375,73296,50828,248815,134613,0,124178,6990,379556,110403,0,152213,100183,32616,16825,11266,39194,0,1496351
2017,4,22,19301,120280,59978,301665,132337,0,352526,26950,1170185,389405,0,618854,401116,63293,110768,90620,44657,0,3901935
2017,4,23,23615,26640,32223,208134,142834,0,108066,8200,397333,88420,0,90745,100145,95946,93018,55559,41525,0,1512403
2017,4,24,3212,280,832,7161,4427,0,7400,780,45790,15467,0,16976,25147,61150,33739,18085,19131,0,259577
2017,4,25,456,24,602,1037,367,0,14580,1530,95164,31792,0,52542,37267,42665,10290,5936,2158,0,296410
2017,4,26,13036,168,51075,192181,71948,0,75370,4060,229203,64171,0,94626,31531,12778,12064,9464,25348,0,887023
2017,4,27,31544,20924,109491,194794,171148,0,408726,31892,1236272,466558,0,717052,442154,81550,114706,93286,74096,0,4194193
2017,4,28,13815,25124,60993,274161,124661,0,358740,30188,1132646,432927,0,723087,427441,76380,98786,80941,26085,0,3885975
2017,4,29,6114,740,32319,109811,34595,0,111414,8380,392760,101444,0,173729,129201,34034,31037,23668,2328,0,1191574
2017,4,30,312,14784,2790,4510,1763,0,1490,660,20665,8790,0,7589,9053,5905,846,559,1810,0,81526
2017,5,1,2266,1108,2066,2820,1773,0,1524,240,15679,5443,0,8554,7518,30026,55,14,1167,0,80253
2017,5,2,269,96,975,2631,2241,0,8271,860,39320,11086,0,13565,7195,10264,634,519,1151,0,99077
2017,5,3,1726,19500,19675,97106,30901,0,54898,4460,200178,53588,0,81717,59001,2831,6976,4188,8231,0,644976
2017,5,4,1125,404,1661,5672,2328,0,4810,410,10514,3896,0,8578,9518,1452,432,523,2708,0,54031
2017,5,5,0,4,433,1333,1288,0,5240,910,37900,12196,0,13887,7716,1150,188,221,5116,0,87582
2017,5,6,12017,51168,55819,294035,93028,0,156836,12840,579190,202741,0,328667,187668,633,44096,28644,25714,0,2073096
2017,5,7,18153,56008,64668,320401,147020,0,225874,17110,783562,242539,0,359016,191405,40592,66091,39623,36635,0,2608697
2017,5,8,864,3196,2942,10954,2967,0,3100,70,7459,4130,0,4780,6777,5770,3216,1822,2018,0,60065
2017,5,9,4972,7392,7312,64664,45827,0,18340,1010,44080,20973,0,51269,45454,17017,3401,3366,3504,0,338581
2017,5,10,9853,6756,7165,22974,8591,0,11320,1540,65533,24362,0,36239,44166,9542,4255,2657,4604,0,259557
2017,5,11,664,1588,1999,3354,17178,0,1480,760,29771,11582,0,11882,14664,24198,1744,1086,260,0,122210
2017,5,12,464,4504,4978,27689,20302,0,29440,720,116626,73908,0,184060,136312,20408,21536,11359,18020,0,670326
2017,5,13,4578,14484,15961,98981,56341,0,12860,660,24258,6888,0,7643,11691,30490,1364,1331,3576,0,291106
2017,5,14,1863,8976,7835,34102,30233,0,27300,2560,116315,30099,0,37211,33520,4157,2931,1999,2204,0,341305
2017,5,15,7119,32484,35510,164249,71868,4800,176142,5429,328936,94165,0,155957,114137,3804,29852,18211,18596,0,1261259
2017,5,16,4085,14072,16336,78862,67612,10344,100537,13581,632805,198471,0,259895,163567,5680,83692,61080,29824,0,1740443
2017,5,17,15396,40468,44467,230292,131734,0,278239,21910,879216,306893,0,523410,277302,69917,88005,64442,21208,0,2992899
2017,5,18,25117,67328,60573,291722,126042,35328,123280,8510,420011,115750,0,155208,76981,103391,58065,58309,37600,0,1763215
2017,5,19,32716,61268,59941,74856,17998,0,4020,660,51599,27351,0,83471,81623,65926,21592,18554,32348,0,633923
2017,5,20,18487,15216,7159,10233,6164,0,5500,870,67373,33458,0,88050,81974,48331,10290,9597,17436,0,420138
2017,5,21,23470,63880,66457,366854,154125,0,206498,15410,633309,200734,0,318587,184531,3662,55058,40377,35932,0,2368884
2017,5,22,15077,23088,22702,136623,37246,0,8642,890,35739,11132,0,7424,6861,3082,16911,10367,12588,0,348372
2017,5,23,970,5684,5464,27463,17696,0,13100,660,12641,5497,0,791,5536,866,203,420,4236,0,101227
2017,5,24,18943,56364,58822,267891,119908,0,51206,1700,129851,33865,0,57438,33295,34944,4960,5569,20452,0,895208
2017,5,25,12073,38844,44522,237289,87120,0,283074,19310,957785,279941,0,360487,202328,43888,72289,63117,30812,0,2732879
2017,5,26,16291,36712,40688,240378,117867,0,238658,17410,940381,292467,0,418899,276431,87116,85037,67890,23268,0,2899493
2017,5,27,26185,60960,78312,246459,118611,0,51452,3840,188408,55560,0,75517,47504,73932,46375,26405,41672,0,1141192
2017,5,28,34634,79672,66041,260814,90520,0,97550,7850,373749,115768,0,164460,115055,44213,71601,47708,53532,0,1623167
2017,5,29,22714,62004,54708,284790,98206,0,30030,2830,138345,43786,0,52175,47786,25873,29078,18620,28576,0,939521
2017,5,30,2792,3792,2783,9844,3772,0,5340,310,8448,3911,0,3805,3471,12560,4174,2549,7112,0,74663
2017,5,31,15259,20060,23441,129621,75947,0,39050,1070,79470,25213,0,46667,49030,47210,6481,7003,20224,0,585746
2017,6,1,2813,52036,74354,427670,250605,0,155440,10150,558879,196819,0,369077,238193,68383,39216,20570,55548,0,2519753
2017,6,2,1257,27020,51628,245609,94953,48,240200,15460,942167,396397,0,655941,461909,83769,63436,34697,44856,0,3359347
2017,6,3,273,14556,11033,52066,14099,218,56874,4880,239241,103052,0,247854,314499,58232,25991,20792,8152,0,1171812
2017,6,4,2727,3608,4326,60740,22963,0,26816,2380,76085,31666,0,65378,50050,25987,1516,2627,19816,0,396685
2017,6,5,710,468,516,3798,1112,78,1120,10,2703,2136,0,11783,6257,2966,1770,1476,6740,0,43643
2017,6,6,1279,2764,2746,11354,4474,119,19640,770,44774,8193,0,35983,17343,205,2480,1955,1016,0,155095
2017,6,7,5097,12056,8991,55157,42170,4801,19260,1120,32699,10397,0,10889,5858,733,1033,1178,5044,0,216483
2017,6,8,2652,7800,7864,26220,8028,3130,9880,1450,69217,23000,0,41008,30906,5588,3901,2895,5300,0,248839
2017,6,9,1532,356,1453,3880,1133,265,1070,360,20137,8548,0,12720,14268,11053,1399,884,2020,0,81078
2017,6,10,3388,11584,8517,50161,28561,11055,17600,1360,69481,38415,0,153442,73257,18024,13074,9464,11612,0,518995
2017,6,11,2030,10628,7432,39154,29382,6375,15160,1230,76678,60047,0,188292,135796,10426,16183,10892,4554,0,614259
2017,6,12,2080,4172,4178,17357,8886,3266,23526,2300,149871,84153,0,264373,179974,5353,15250,10698,3551,0,778988
2017,6,13,1055,10028,21104,155268,113697,3146,141686,7920,508881,188673,0,352552,247525,10518,28829,20569,21944,0,1833395
2017,6,14,20896,27156,50257,341056,152851,15378,158718,12380,483685,150150,0,249785,122392,57686,34575,19083,17592,0,1913640
2017,6,15,11779,9468,16514,75891,36127,1644,55500,5350,181854,65724,0,159907,84416,15943,5875,4512,21627,0,752131
2017,6,16,8081,18028,16336,159914,71328,7766,102266,7016,276084,97939,0,177639,103212,52999,17925,8676,8200,0,1133409
2017,6,17,17463,31248,31105,145634,37901,3566,30320,2774,106336,44890,0,88278,123202,59761,11904,6588,28350,0,769320
2017,6,18,6097,19932,9267,106082,68040,4202,77203,6800,235476,62299,0,124797,124732,13905,12366,9192,15584,0,895974
2017,6,19,7061,20040,26479,228926,138890,8317,68516,4980,302416,96722,0,229912,175613,15910,21306,15481,9940,0,1370509
2017,6,20,14430,50128,62627,430042,257689,21711,137632,8930,436397,138281,0,290887,158225,8892,25039,17707,33970,0,2092587
2017,6,21,2997,18356,23564,339114,213498,35829,111832,4900,439874,175138,0,319817,180347,8879,23154,16551,27687,0,1941537
2017,6,22,4740,21804,24994,179042,127670,32213,76160,3060,251831,76855,0,144351,85533,10468,11565,9125,40675,0,1100086
2017,6,23,6886,22620,18355,115206,83184,19958,46950,2590,111634,30838,0,58820,37046,23316,5983,5774,27819,0,616979
2017,6,24,14343,36252,41767,302007,214095,32638,85710,3510,250403,68585,0,133628,81288,31505,13140,10288,41700,0,1360859
2017,6,25,26920,45760,62707,491758,270317,41451,120568,4370,349825,108886,0,210105,114116,56129,18880,13536,53060,0,1988388
2017,6,26,14206,38856,47830,478524,256747,51184,124822,3940,354480,107274,0,190249,108353,60484,20798,13445,44770,0,1915962
2017,6,27,11323,24836,21329,154827,105775,20636,50700,1990,138251,35747,0,47381,25930,37787,10946,6093,12155,0,705706
2017,6,28,695,716,254,6818,2276,927,2400,590,18431,5735,0,5725,4078,1905,1673,1571,2507,0,56301
2017,6,29,225,24,575,127,333,530,470,340,22860,8269,0,12500,2712,4664,68,39,5238,0,58974
2017,6,30,34,1548,2375,5917,1919,916,8000,1690,63908,20523,0,46202,13624,17076,2429,2153,2881,0,191195
2017,7,1,1151,2168,3477,40016,20234,1959,19390,2460,172986,90678,0,183405,101826,12101,29264,15088,8124,0,704327
2017,7,2,807,308,1332,7642,3996,276,15210,2210,64339,23633,0,57909,18319,6350,4491,4459,2786,0,214067
2017,7,3,3317,8944,5961,39106,21553,498,22606,3028,77822,25884,0,26156,20242,2736,4147,3255,4940,0,270195
2017,7,4,451,1776,2595,10990,6193,10,8784,1872,55228,15768,0,14686,8129,21907,1708,2010,3534,0,155641
2017,7,5,2644,3832,5923,7487,2064,119,11480,1570,58486,12399,0,17636,8497,24990,1547,513,468,0,159655
2017,7,6,8714,13064,16320,54522,24067,4316,23710,2820,97720,28718,0,34908,31483,12216,6784,4808,450,0,364620
2017,7,7,2479,5544,9820,48593,16078,3267,23480,2090,111882,45541,0,132882,107066,7484,21162,13893,7121,0,558382
2017,7,8,0,620,2573,28172,7421,1607,10220,1430,55027,18286,0,53329,37411,14557,4582,5549,3907,0,244691
2017,7,9,385,7016,5250,34103,11492,2768,6240,960,42957,18318,0,32442,29808,11496,5328,3805,5373,0,217741
2017,7,10,2169,15424,12786,89765,50469,1374,57880,2920,216020,71223,0,164654,120872,9415,13228,9793,7457,0,845449
2017,7,11,0,8104,5856,47813,21357,88,23270,2230,69843,21261,0,42742,41094,15584,4880,5544,4488,0,314154
2017,7,12,0,1104,3039,19468,7996,1571,2520,530,27569,12150,0,14635,7391,12141,1768,1384,4871,0,118137
2017,7,13,107,2356,3859,31879,10888,837,2500,700,16286,8639,0,13606,11515,9535,709,298,8636,0,122350
2017,7,14,1607,508,1203,4641,3552,550,3560,1050,37510,10154,0,16018,15267,18356,2362,2048,2656,0,121042
2017,7,15,7284,7688,7200,40563,15315,5993,42160,4090,183177,52959,0,96066,70479,28108,3926,2526,830,0,568364
2017,7,16,7698,7756,7797,16245,14341,1111,21010,2470,118230,37143,0,75908,64352,57692,5298,4479,1774,0,443304
2017,7,17,608,68,391,2198,2813,48,250,0,2303,2054,0,1846,3375,45881,407,164,6972,0,69378
2017,7,18,497,3392,4686,24561,9047,3466,22660,2840,121487,39103,0,57490,43864,21496,2828,2062,590,0,360069
2017,7,19,117,1208,2415,14064,8641,1857,5240,1140,45983,12639,0,22838,19572,13871,212,55,5527,0,155379
2017,7,20,1964,984,2212,7678,7038,1868,2780,910,29197,9869,0,12545,12518,10785,220,266,6091,0,106925
2017,7,21,4693,2300,2633,3202,2369,1446,7400,1010,42288,15208,0,31318,25072,16209,1187,781,7036,0,164152
2017,7,22,14120,15016,11903,19534,10467,0,4660,800,43077,14480,0,29178,39945,48766,2148,1757,19478,0,275329
2017,7,23,385,9648,6280,44427,18873,2281,1860,360,17084,7320,0,17461,16602,8323,2657,1615,4294,0,159470
2017,7,24,4788,3840,5600,32156,14963,2613,5250,830,29058,7619,0,11351,11110,151,2014,807,7724,0,139874
2017,7,25,1204,7348,5534,46409,20712,4060,12690,300,38333,8550,0,9415,12824,36,2324,1274,11501,0,182514
2017,7,26,420,272,1138,6806,2485,1306,2580,640,22009,7069,0,9182,4431,1901,180,355,2980,0,63754
2017,7,27,5653,5316,5443,25150,9488,1444,24330,2210,84818,25415,0,44943,27825,4834,1068,525,1131,0,269593
2017,7,28,27721,40388,50736,355148,82284,17873,1720,340,13178,9135,0,18854,18715,5969,23010,9900,36393,0,711364
2017,7,29,36606,54124,73942,354366,133257,32674,156622,11010,288195,81648,0,91959,106033,56498,49784,33155,64515,0,1624388
2017,7,30,29259,35400,36593,192461,60401,17301,108582,13830,602579,235682,0,382893,293268,59131,31130,23660,12950,0,2135120
2017,7,31,5581,1836,2357,51785,51669,14526,241876,9680,935163,334611,0,624172,382300,26179,66991,51335,50211,0,2850272
2017,8,1,0,252,1128,50434,41897,13496,121769,1100,652585,216892,0,371590,237693,18212,31182,23899,16475,0,1798604
2017,8,2,439,6688,3830,39655,24774,8920,30498,1050,96460,32069,0,60194,47880,14453,4631,4471,6365,0,382377
2017,8,3,2727,4404,3863,26281,8214,2666,6085,1610,62349,21566,0,46749,31059,5601,4413,3776,3835,0,235198
2017,8,4,4224,13144,7045,58957,34456,5547,20451,1550,62949,20261,0,28436,14976,6686,3498,3888,7632,0,293700
