年度/Year,月份/Month,日期/Date,石門風電/Shimen Wind Power,林口風電/Linkou Wind Power,蘆竹風電/Luzhu Wind Power,觀園風電/Guanyuan Wind Power,大潭風電/Datan Wind Power,新竹香山風電/Hsinchu Xiangshan Wind Power,台中港區風電/Taichung Harbor Wind Power,台中電廠風電/Taichung Power Plant Wind Power,彰工風電/Changgong Wind Power,彰化王功風電/Changhua Wanggong Wind Power,彰化永興風電/Changhua Yongxing Wind Power,雲林麥寮風電/Yunlin Mailiao Wind Power,雲林四湖風電/Yunlin Sihu Wind Power,恆春風電/Hengchun Wind Power,中屯風電/Zhongtun Wind Power,澎湖湖西風電/Penghu Huxi Wind Power,金沙風電/Jinsha Wind Power,龍門風電/Longmen Wind Power,每日發電量(度)/Daily Power Generation(kWh)
2023,2,26,58186,128862,157649,459316,130559,118922,174606,15537,911159,545249,147523,412301,259914,105574,13587,64550,91642,0,3879305
2023,2,27,36317,44310,59329,374345,167618,78918,309987,21088,742392,367902,113689,260113,158675,90293,13905,61174,61084,0,3037683
2023,2,28,5958,9415,12318,84597,16408,7327,64982,3154,135608,59002,19232,53632,54471,22096,6511,26266,10873,0,611952
2023,3,1,5895,6208,10900,49925,23792,35481,168079,9594,356850,165492,51316,159474,72355,2775,5270,28585,12745,0,1164736
2023,3,2,33906,86456,118915,398162,193564,159321,415893,29706,917908,490138,164576,525993,316833,91320,14460,70820,88924,0,4116895
2023,3,3,19066,66474,82119,387265,152315,65728,328597,19159,690922,358271,131317,314874,182817,66887,13992,64622,37191,0,2981616
2023,3,4,4223,40537,21567,241175,87500,47989,338028,20117,617104,344621,130286,327098,177068,23620,12746,58253,20938,0,2512870
2023,3,5,5735,45018,37750,227796,103525,30660,337123,24061,627789,395816,143907,404941,253688,83519,14483,66400,29326,0,2831537
2023,3,6,8202,30423,34607,193556,83623,15122,127873,6329,237562,98959,31428,85975,46615,70439,7626,36912,29853,0,1145104
2023,3,7,5936,19712,12908,3970,2598,253,5595,735,21054,11568,5666,15574,13281,26223,898,5061,10726,0,161758
2023,3,8,105,4410,4759,6285,1875,31,1560,297,4158,1836,451,5369,1122,4684,44,526,1596,0,39108
2023,3,9,391,493,1815,17733,12233,12405,92819,5280,265730,93700,29183,99344,61647,3130,2018,11411,4614,0,713946
2023,3,10,11334,43989,63135,269371,114793,7682,34160,982,61136,21937,6619,20656,10560,43716,5652,24631,13672,0,754025
2023,3,11,9707,33131,39282,43840,13567,148,18787,854,31633,7807,2369,9610,3471,26235,157,1529,4435,0,246562
2023,3,12,14450,38424,66745,203651,104124,19008,142171,9885,434755,191766,69510,208465,148880,6098,5793,29044,12844,0,1705613
2023,3,13,34348,66355,114355,405438,214487,29424,263291,19145,1040116,483725,171498,453415,339292,80195,14479,50003,40421,0,3819987
2023,3,14,3856,12504,14599,129063,51938,4049,85733,5891,289105,91846,28636,85548,74454,32953,7327,18548,6386,0,942436
2023,3,15,960,1331,5154,45323,16963,2524,44193,2529,128248,46788,12962,40760,41298,3816,1637,6651,0,0,401137
2023,3,16,13912,26094,86664,359179,126933,29665,186482,3584,461082,185482,72817,163329,121576,25664,10753,28644,13510,0,1915370
2023,3,17,454,1141,6718,35032,6221,2940,16471,39,111354,55452,23777,47239,34845,10330,4451,10134,1942,0,368540
2023,3,18,26701,29352,110796,410088,171544,33650,283302,16226,563802,306372,125211,283642,138563,33918,11589,35127,31597,0,2611480
2023,3,19,10280,9065,51286,274808,82310,12331,186254,12882,439370,213687,83601,181464,131343,27881,12048,37150,12278,0,1778038
2023,3,20,401,169,2260,7839,1374,206,7803,967,50619,27180,13348,25590,19550,335,1768,6039,1478,0,166926
2023,3,21,1905,684,16638,129556,80427,61018,72288,1958,84639,28545,17333,24413,16578,12242,791,1192,12992,0,563199
2023,3,22,3709,900,26148,219071,151414,124689,118749,2753,154554,97940,53242,101053,69443,44364,4655,11680,21751,0,1206115
2023,3,23,14579,2672,21979,170605,113673,77921,83668,2637,100951,45964,23102,41952,30078,37893,3946,10112,10839,0,792571
2023,3,24,6356,6987,32894,127289,38367,6738,117602,6469,245002,111218,45922,100369,64856,5984,5861,11817,6487,0,940218
2023,3,25,15918,21272,88623,310227,119378,21276,298201,19973,583934,298510,127417,295053,189720,29058,15892,40257,12998,0,2487707
2023,3,26,24136,25936,102880,394278,129048,29250,323045,20241,632725,335777,130039,257630,157897,51748,17041,42543,22909,0,2697123
2023,3,27,34519,33855,143469,439547,196131,41757,476477,32006,881477,462717,178690,349641,221741,84502,19094,43576,34580,0,3673779
2023,3,28,28026,22674,103291,432503,178762,23151,291257,20495,695961,396930,150875,307238,184448,62209,18973,38307,24576,0,2979676
2023,3,29,5110,11601,53831,246822,78431,10082,184213,11787,516062,224675,93706,173917,91296,13317,18115,31911,4238,0,1769114
2023,3,30,5307,7095,29265,136216,42823,15364,297201,20329,721172,341657,132659,212085,120225,1271,15878,35770,8552,0,2142869
2023,3,31,996,7508,34952,189735,62166,8295,288325,17620,702249,288813,109374,210226,80566,21037,17407,39953,9568,0,2088790
2023,4,1,822,637,"5,934","33,498","11,103",394,"30,983","2,367","138,667","38,613","18,481","35,985","16,409","1,005",5765,15165,0,32627,388455
2023,4,2,"7,673",0,"41,656","217,548","87,497","7,145","218,658","11,481","594,949","219,574","88,118","138,385","58,697","18,080",5679,24115,0,53714,1792969
2023,4,3,"14,320",0,"33,430","88,472","29,475",409,"19,849","1,739","120,615","46,589","19,106","21,456","22,742","30,430",4729,18202,0,39915,511478
2023,4,4,"4,152",0,"15,595","13,488","2,077",2,565,39,"10,680","5,192","2,440","2,746","3,756","78,466",367,506,0,1383,141454
2023,4,5,546,0,"4,949","6,959","1,737",444,"22,000","1,209","68,632","24,892","9,777","5,919","4,256","20,914",2307,3415,0,7176,185132
2023,4,6,431,0,589,"3,148","1,811",919,"4,961",290,"33,561","11,425","6,374","5,451","5,630","5,195",782,2652,0,3236,86455
2023,4,7,"29,892",0,"101,987","392,942","174,064","27,640","490,960","33,555","1,265,364","480,924","175,285","110,591","239,252","60,754",14806,48736,18869,95677,3761298
2023,4,8,"43,003",0,"119,108","384,815","195,822","35,385","425,390","29,682","1,216,484","452,376","171,962","62,258","177,603","104,696",24424,52605,40632,104343,3640588
2023,4,9,"22,539",0,"54,193","209,281","75,373","1,786","113,497","5,108","260,492","52,978","20,265","14,329","23,846","74,542",17516,29002,15632,69358,1059737
2023,4,10,"1,579","1,456","5,255","4,300","3,900",875,"7,977",599,"42,172","16,577","8,122","4,312","7,264","27,077",454,2245,1168,5108,140440
2023,4,11,213,610,"1,820","10,064","1,422",2,31,0,"1,495","1,004",625,487,249,"11,651",16,73,6358,350,36470
2023,4,12,"18,089","17,419","61,504","230,670","97,921","13,315","205,222","12,135","560,996","162,592","64,072","84,720","56,810","30,841",774,15853,20579,37484,1690996
2023,4,13,"7,403","5,763","30,931","158,935","25,199","1,484","67,464","3,955","250,652","95,717","39,364","43,373","39,682","31,798",1776,20340,4998,51344,880178
2023,4,14,818,403,"1,251","9,155","1,031",0,"1,022",53,"7,726","4,597","1,804","1,567","2,873","6,459",122,905,10384,4198,54368
2023,4,15,"3,596","4,179","16,889","56,110","20,537",0,"41,539","2,436","156,540","46,234","19,765","33,512","26,927","44,303",579,4862,6210,20296,504514
2023,4,16,788,864,"1,309","10,502","2,088",0,698,79,"13,735","5,873","2,594","4,813","5,372","14,987",160,1199,3363,5635,74059
2023,4,17,11,525,"2,282","6,005","1,090",0,"2,498",460,"23,608","7,878","3,686","7,170","5,385","31,898",161,653,6779,3001,103090
2023,4,18,14,20,5,493,281,0,"2,036",55,"13,910","6,242","2,112","4,639","13,393","13,742",334,9248,4570,37576,108670
2023,4,19,"7,264","3,468","17,897","181,647","86,837",0,"120,726","6,164","628,181","235,336","111,535","210,659","167,429","4,457",1763,19530,16698,65392,1884983
2023,4,20,0,"1,219","11,527","66,225","29,801",0,"39,524","3,391","176,231","59,690","40,845","102,118","57,343","15,742",167,5574,14616,16511,640524
2023,4,21,"4,685","7,067","32,231","155,484","49,172",0,"210,285","11,042","505,284","169,516","73,340","134,811","77,567","16,703",1383,17939,31915,46858,1545282
2023,4,22,"13,005","6,681","33,543","262,069","79,146",0,"136,826","7,375","349,364","105,214","44,427","91,453","57,278","21,615",1740,23614,33108,82809,1349267
2023,4,23,"13,334","6,767","27,569","205,428","54,430",0,"149,397","9,474","488,891","163,445","67,044","147,019","68,413","3,785",2110,15434,12429,57165,1492134
2023,4,24,"10,497","13,590","50,162","142,892","68,621","13,915","235,135","15,297","685,328","258,172","103,146","256,662","125,718","1,355",1493,27747,17264,64503,2091497
2023,4,25,"7,612","11,149","45,261","136,593","51,745","14,214","167,825","7,338","510,598","153,238","59,161","128,246","61,327","7,238",441,33643,16925,57101,1469655
2023,4,26,"34,905","20,124","87,297","273,104","122,548","60,008","358,446","21,092","1,172,095","405,260","128,910","404,727","195,438","64,614",2472,54763,50301,97130,3553234
2023,4,27,"19,705","9,509","38,804","184,534","53,069","25,621","157,104","9,650","575,383","166,821","51,607","188,016","88,872","56,328",1315,39418,30523,84443,1780722
2023,4,28,386,643,"2,144","9,301","2,794","6,260","36,691","3,079","215,387","70,914","22,634","73,394","50,233","15,649",195,7559,1230,22234,540727
2023,4,29,"9,727","11,953","18,228","72,640","14,217","1,539","9,178",126,"32,096","8,499","2,431","5,424","4,522","2,801",22,448,8286,1473,203610
2023,4,30,"24,548","65,177","105,751","401,847","147,266","45,826","338,252","18,449","1,045,687","365,527","109,822","404,210","198,917","34,706",608,42844,50341,126726,3526504
2023,5,1,30771,41575,67403,302468,125162,34105,296425,19571,923582,346419,101469,329102,164421,97563,76,48059,45621,145798,3119590
2023,5,2,10171,8711,14949,2735,614,1658,46873,5192,264206,93267,29118,83940,59140,43570,802,22853,10063,43699,741561
2023,5,3,600,228,519,3767,195,46,1650,301,48922,11312,3103,6841,14075,37990,3214,3010,623,9399,145795
2023,5,4,23,9,80,140,364,481,695,354,17268,4649,1356,4799,3588,48898,4059,113,20730,433,108039
2023,5,5,1267,8030,12318,86086,49218,47599,65550,1690,222301,105918,43659,142615,107722,13905,3409,14134,18892,30428,974741
2023,5,6,1370,6053,12009,77833,72187,50050,66135,2189,231160,82178,42244,62623,83411,3673,3758,12295,34972,25031,869171
2023,5,7,10210,34809,57112,294379,109241,59879,141613,6242,310004,71340,34025,60853,48750,16168,1813,15905,28874,44786,1346003
2023,5,8,27023,14054,40740,276667,91577,46961,454355,30603,1100310,332608,185393,384950,265214,93385,1217,49057,63728,113324,3571166
2023,5,9,25210,6685,21552,368952,118772,53611,367096,15091,1052940,366044,148618,339858,271206,76828,1106,54894,65511,143806,3497780
2023,5,10,19204,35976,59962,332980,41561,49883,192293,10599,664671,151579,53427,134844,67871,58406,1361,37131,25573,73955,2011276
2023,5,11,22574,23780,41357,236443,41348,14619,55509,4437,274847,79482,26195,61031,49415,13417,4357,23326,13124,40562,1025823
2023,5,12,339,1922,3830,21161,6528,9757,42491,3235,173650,58899,19395,43142,54178,6198,3175,7237,728,14648,470513
2023,5,13,180,3293,6220,25084,7502,4212,59544,3558,201903,63845,26917,55815,44157,3571,2327,4128,102,12156,524514
2023,5,14,730,137,816,7989,2297,2223,16677,1249,89019,35364,14842,30620,29169,2492,1193,1836,0,7827,244480
2023,5,15,24,21,189,513,418,164,0,10,12441,5157,2259,2484,1332,30349,300,295,587,1847,58390
2023,5,16,1428,129,371,2704,1008,1651,13651,1119,52262,16786,6128,14224,23117,43215,503,685,666,2738,182385
2023,5,17,0,292,463,10545,8090,7267,19927,594,42744,15689,9456,30359,20679,27931,1339,5217,12898,13450,226940
2023,5,18,26982,28285,67617,311043,173606,51866,131537,5398,382615,124091,65215,163074,94288,24496,4157,13618,33241,40507,1741636
2023,5,19,6533,6439,14374,66284,11607,4115,64773,3939,255266,98808,48012,126496,89173,18193,2290,4766,20299,21700,863067
2023,5,20,1984,310,592,1968,153,0,8,22,9140,4168,1765,3530,4162,473,73,316,8662,1227,38553
2023,5,21,14,2457,5630,65252,21000,0,56358,1678,159045,53992,28738,53872,53259,11681,1451,6958,9798,19056,550239
2023,5,22,30082,29054,82223,371843,98793,0,84314,2786,232563,70752,40346,87762,62804,42824,3198,9565,42060,32851,1323820
2023,5,23,19062,36128,68843,314845,38497,0,266573,16753,804302,243736,105352,208850,124477,54188,11693,44701,59696,75393,2493089
2023,5,24,2401,859,2074,14043,2426,0,9385,692,43015,13292,5178,6978,9722,27440,2743,7427,6155,15988,169818
2023,5,25,270,100,761,5846,458,114,14227,94,76680,26952,11121,19674,17529,1661,1488,1822,1637,5664,186098
2023,5,26,2997,2098,7450,8355,1322,2590,19315,714,71960,23642,10323,18830,26701,11425,1774,1902,1034,6393,218825
2023,5,27,26174,5974,23125,53259,6928,667,7032,0,65046,24173,12067,27422,33518,22207,4012,3628,4529,11285,331046
2023,5,28,26427,15665,37931,147227,29673,2529,12815,0,73336,30395,15254,35194,55592,36370,17901,13079,24723,31691,605802
2023,5,29,23706,33181,68085,375805,122392,30553,15018,711,72003,25372,7895,20493,22501,21502,23182,22548,41334,38519,964800
2023,5,30,21687,47390,103522,455353,177427,82624,260790,20728,928181,375586,138424,249999,200258,3312,47698,63692,59891,98927,3335489
2023,5,31,48245,68818,142041,454843,184361,129313,168628,8991,1084772,491393,195008,295628,271671,355,36696,44417,54456,111760,3791396
2023,6,1,17857,27113,44470,194661,41140,42962,132690,1321,716319,344981,138229,234922,238256,80035,21044,23887,6653,65198,2371738
2023,6,2,7888,6397,9719,42244,14370,8054,12684,332,24506,7080,4938,3453,7352,41542,1402,1509,3490,6934,203894
2023,6,3,6382,3328,9110,31716,9868,1180,4828,445,15107,2578,281,624,44,16036,68,17,7758,123,109493
2023,6,4,5418,1287,6367,23474,5957,474,6754,970,47385,20247,7757,16696,23194,12652,1659,1817,5908,3800,191816
2023,6,5,1806,2537,6944,29515,6364,569,490,104,12243,6775,2904,6827,8780,17263,138,136,3887,245,107527
2023,6,6,4524,7647,13132,70612,25830,14629,20605,1076,53021,20985,13889,32919,28336,8904,4666,6648,7407,10460,345290
2023,6,7,742,1735,3837,23082,7206,3936,9218,757,29388,11187,7372,19058,18927,13222,1489,2681,11549,5302,170688
2023,6,8,2402,5430,12871,77464,35897,35086,4322,518,80093,36398,19965,46639,50521,7013,2121,2728,11675,9884,441027
2023,6,9,3739,6489,9474,65744,32306,26394,500,9,11403,2859,2745,5609,3164,6735,688,633,3623,3838,185952
2023,6,10,26,815,1976,5954,1177,1606,1141,329,21184,4033,1687,1910,2553,1217,156,195,1275,651,47885
2023,6,11,123,231,1048,2381,903,631,1519,131,9874,1975,1113,1414,358,1000,132,64,1031,376,24304
2023,6,12,552,1274,4078,34566,11566,5606,8432,1604,75835,9716,4663,7897,1024,7497,555,782,9541,2806,187994
2023,6,13,197,2395,8215,41532,14688,8269,2145,651,33168,5532,2807,6552,0,26781,3331,3554,5626,11879,177322
2023,6,14,859,6558,14899,63027,19854,6306,9188,1099,76101,16812,6531,10824,0,11308,1562,1468,4511,7662,258569
2023,6,15,6195,6083,15325,72414,25615,3511,11615,684,19254,3220,1076,15254,0,2404,3315,3524,26328,16838,232655
2023,6,16,3666,115,486,5172,3297,1027,5123,409,65296,19331,18404,57000,0,7909,5971,7677,9096,38223,248202
2023,6,17,0,303,1079,13219,12129,5282,7579,325,51153,27271,14409,21594,0,1452,2429,4303,1826,17046,181399
2023,6,18,9373,12904,29660,152390,100142,24246,3416,1057,122475,42545,22285,34593,0,7890,2370,5148,19412,13239,603145
2023,6,19,24394,16335,42191,278833,191272,65783,0,1714,151660,48093,23583,40173,0,59200,3649,5807,30441,13377,996505
2023,6,20,30077,24473,54070,388302,219253,91988,0,2914,224187,75422,36139,74181,0,86452,5268,8373,39192,22972,1383263
2023,6,21,18396,17151,35548,303767,185020,64738,0,2419,223556,74893,36484,78265,0,69203,8106,8827,37060,25964,1189397
2023,6,22,6552,6833,14184,110354,69008,47276,0,1147,158324,48889,23822,51223,0,22109,6858,8659,22723,24531,622492
2023,6,23,751,4046,3665,36136,12515,5081,0,716,34220,11736,8898,18249,0,139,1708,3305,11609,7653,160427
2023,6,24,212,822,2301,20226,5450,3263,0,1136,135018,61538,31897,74825,0,18983,3508,7906,9853,21768,398706
2023,6,25,9,27,395,6930,1877,489,0,550,40182,14311,6722,21606,0,40066,853,480,8299,2526,145322
2023,6,26,8,1174,2668,11417,3644,10251,0,2774,162827,55180,22469,58285,0,31917,723,1191,1108,5809,371445
2023,6,27,6519,960,4162,38277,9856,4083,0,1824,83970,27461,12492,34268,0,20742,281,141,2476,1983,249495
2023,6,28,32,14,15,0,0,287,0,624,43103,15956,7602,17714,0,39430,617,790,1815,4537,132536
2023,6,29,0,193,1170,7831,3005,2921,0,536,57845,15532,7780,30692,25,10455,3320,3853,7751,18636,171545
2023,6,30,1018,9653,11937,95750,67551,31589,0,83,145082,66988,33871,91424,6365,4324,5479,8910,10140,39108,629272
2023,7,1,463,5012,6188,56394,46807,19080,2433,1269,339152,120859,67073,145443,39460,5741,12140,13821,4706,66581,952622
2023,7,2,78,2746,4015,32682,24130,14218,15322,3231,398427,149384,77612,157072,38825,2617,10345,13381,7539,60720,1012344
2023,7,3,3290,10026,14579,119069,103801,55983,37802,2611,247747,85602,44945,18133,37608,3290,4437,7568,23007,24127,843625
2023,7,4,16212,27000,67555,399966,302222,162951,81025,564,350082,95128,45632,29160,37054,31254,3309,5527,28004,20755,1703400
2023,7,5,30046,29231,88282,436267,306342,147518,88722,2341,365741,93623,44316,45551,25546,57576,3800,7972,40332,24144,1837350
2023,7,6,15002,20253,58601,293987,290661,106698,102255,3647,271800,76230,36370,35811,30114,62829,3794,8555,40709,22306,1479622
2023,7,7,14595,20549,59680,427999,288486,66577,128758,2919,368181,104668,49268,55059,26580,82931,4392,8967,47688,26577,1783874
2023,7,8,12242,19232,51617,342167,205491,48531,98839,0,273800,70487,35319,36379,14008,70199,3159,2745,43295,17869,1345379
2023,7,9,5492,7030,23615,160576,94916,34327,82640,804,219761,52753,26523,23229,19514,34026,3834,0,33377,18692,841109
2023,7,10,284,3147,6171,71932,30325,8407,50180,1164,174824,47044,23046,18111,14038,3098,2575,0,13761,18591,486698
2023,7,11,86,1704,5352,24587,8038,2446,18147,1371,72021,13987,9244,15364,10434,9618,1333,0,20831,10777,225340
2023,7,12,309,150,923,9260,2533,419,1040,189,19459,6091,3291,10521,11684,18829,883,0,12516,2573,100670
2023,7,13,2530,6114,6895,4150,1078,484,5430,593,56572,22390,8896,25067,26284,23439,294,0,15000,2728,207944
2023,7,14,8083,11125,14982,27653,9395,1122,4506,490,38157,8420,3579,12137,13400,34048,154,0,3306,3011,193568
2023,7,15,9921,10001,7925,8781,2070,245,2640,172,38473,10204,4599,12103,12668,48698,515,0,5169,5301,179485
2023,7,16,2402,19343,18390,13176,5463,803,8750,957,58364,13708,7178,12655,17146,55114,427,0,7340,5611,246827
2023,7,17,3,0,0,0,131,0,18310,1140,75757,17755,7657,15041,13847,10209,1231,0,751,4488,166320
2023,7,18,66,897,1493,3274,1521,754,9086,773,48531,9246,3930,1476,14276,2321,1268,0,740,25576,125228
2023,7,19,22,162,433,1860,972,95,722,47,21249,3669,2502,5341,6615,2532,0,0,1295,1916,49432
2023,7,20,1025,844,2026,18372,7190,635,6005,718,47021,10052,5810,14201,17490,5874,0,0,8334,3633,149230
2023,7,21,695,992,2375,25757,12057,1075,22020,1609,76796,11964,8157,16971,22597,9758,2717,9634,12460,9204,246838
2023,7,22,191,3168,3684,28805,6862,937,10139,521,28509,7727,3623,13560,17790,8283,2973,9222,11681,6890,164565
2023,7,23,408,1149,2435,21018,4510,2587,6560,975,54796,13010,5847,15239,18290,8887,2366,5506,7754,7376,178713
2023,7,24,8129,7060,12239,55292,7488,3310,17747,1063,72997,17672,8261,23465,24747,15584,809,4228,3687,5800,289578
2023,7,25,23746,38487,60831,307298,102524,4213,10547,704,48238,11773,4902,14625,17218,68112,5208,4824,44624,21484,789358
2023,7,26,29774,56448,76117,500855,221610,41048,3613,101,14736,4899,3288,10368,7749,101732,3141,4830,56320,14000,1150629
2023,7,27,26796,41926,82116,312169,85824,204,3024,34,20948,4603,2596,4141,2957,68723,907,5078,29645,4703,696394
2023,7,28,11748,13374,32111,67273,6029,701,56501,3342,486783,193869,119071,201345,164911,9502,1359,1548,3845,23198,1396510
2023,7,29,204,1189,3087,37706,7395,3498,12084,440,206523,59607,33208,109407,88700,6094,0,0,11927,0,581069
2023,7,30,198,381,765,5488,1389,992,34623,1253,130925,32565,13490,34336,18311,2498,0,0,40,0,277254
2023,7,31,1,3954,6789,65223,20551,21618,144358,5786,407068,87905,37905,65222,47397,1443,0,0,222,0,915442
2023,8,1,2400,8333,15099,87265,20292,43912,224008,11026,650645,166458,63854,121541,83663,14158,0,0,0,0,1512654
2023,8,2,16508,22003,36093,166771,31250,45718,191352,9631,697424,161944,61676,169448,129666,94912,0,0,0,0,1834396
2023,8,3,8291,42601,50431,459013,260173,87658,157052,5025,435078,87776,39805,86803,83819,103082,0,0,0,0,1906607
2023,8,4,9087,30099,0,530916,254922,127611,205223,4706,762276,280446,132861,242689,239153,102479,0,0,0,0,2922468
2023,8,5,4780,32801,0,539138,237043,102113,163126,4572,388458,98597,53398,86971,94673,95308,0,0,0,0,1900978
2023,8,6,0,22146,0,521949,206424,70343,162315,3523,371801,78424,35972,65968,52697,89255,0,0,0,0,1680817
2023,8,7,19847,7740,0,523001,176343,69802,172903,3337,456402,109274,48274,109926,76226,64676,0,0,0,0,1837751
2023,8,8,17333,0,0,333780,145363,95910,88004,992,305807,63947,33135,70465,45132,36989,0,0,0,0,1236857
2023,8,9,10777,0,0,289417,127841,94294,83605,2656,237710,56391,30542,50432,54113,11750,0,0,0,0,1049528
2023,8,10,1037,0,0,75990,24055,25763,66795,1932,223417,54675,27116,51395,55031,0,0,0,0,0,607206
2023,8,11,22,0,0,11201,703,4056,44187,261,197022,58280,30982,65363,59253,0,0,0,0,0,471330
2023,8,12,76,0,0,52180,22349,28101,96504,1219,348446,113821,58847,102648,87782,0,0,0,0,0,911973
2023,8,13,1147,0,0,210848,78128,70061,122744,3338,326745,104708,57497,87008,68463,0,0,0,0,0,1130687
2023,8,14,8690,0,0,331503,108326,77805,101396,759,247035,74435,39571,71911,37575,0,0,0,0,0,1099006
2023,8,15,26395,0,0,391358,155616,100559,85436,1787,155257,31519,18204,32937,15337,0,0,0,0,0,1014405
2023,8,16,12889,0,0,156313,60067,59299,50671,1581,142359,29258,14988,43725,22890,0,0,0,0,0,594040
2023,8,17,2318,0,0,22901,6758,10351,51400,1187,152779,41194,20534,37829,23968,0,0,0,0,0,371219
2023,8,18,803,0,0,23498,4081,8916,27438,2209,135856,29126,17804,44348,44031,0,0,0,0,0,338110
2023,8,19,1333,0,0,30693,5393,1674,10287,47,76152,33817,24240,62780,62079,0,0,0,0,0,308495
2023,8,20,393,0,0,19841,3875,3229,20108,933,71784,19668,12299,21068,15976,0,0,0,0,0,189174
2023,8,21,1378,0,0,10683,7293,2577,13598,143,38604,6701,5960,5435,4965,111,750,0,0,0,98198
2023,8,22,1515,0,0,61741,44379,22427,34885,588,87923,19036,11462,13482,6913,8219,1175,0,0,0,313745
2023,8,23,659,0,0,12596,4845,999,14890,979,39062,4998,4252,4693,4841,1842,428,1126,0,0,96210
2023,8,24,56,0,0,880,22,0,1753,318,25006,6244,2186,6555,4822,2564,229,174,0,0,50809
2023,8,25,4589,3094,0,75455,19914,7826,15317,339,82112,20101,8237,19515,20660,1466,240,100,0,0,278965
2023,8,26,10572,1783,0,69137,20158,8083,19055,976,78872,18278,6657,14667,9709,3068,190,142,0,0,261347
2023,8,27,1154,95,0,5448,2258,502,10856,226,32887,6405,4474,6986,4195,3786,9,32,0,0,79313
2023,8,28,2,5,0,3041,1191,798,2705,0,15977,3386,1494,3242,3661,824,0,0,0,0,36326
2023,8,29,12333,11203,0,197084,75383,18758,51977,2375,121346,35352,14420,30879,33824,27727,0,1180,0,0,633841
2023,8,30,16644,30808,0,428633,171222,10064,12816,37,18511,5004,2276,4712,6680,90906,0,1972,0,0,800285
2023,8,31,21055,20187,0,412518,173162,58714,38020,1320,91140,21680,17321,12914,15101,58786,0,1493,0,0,943411
2023,9,1,8015,17056,0,402958,151854,51735,58976,33,75585,10252,4163,10646,8967,11472,24242,7375,74743,36814,954886
2023,9,2,13212,18287,0,364829,163616,91363,72578,37,109933,23150,12493,27192,19721,7497,25896,7514,57978,46572,1061868
2023,9,3,18728,23222,0,496237,222831,103540,120626,38,252091,149858,72905,60661,28463,81770,0,22740,78906,82834,1815450
2023,9,4,20011,16796,0,410743,154725,3490,13828,674,46784,35222,28752,139142,131795,57144,0,16448,86620,59605,1221779
2023,9,5,14655,474,0,1009,509,3345,5812,944,64571,22787,14019,61966,75672,6990,0,7127,49332,39192,368404
2023,9,6,3685,0,0,52992,22133,8379,21234,1040,35796,6685,4190,7977,12598,868,0,3145,29555,12539,222816
2023,9,7,7286,0,0,140282,76790,8679,42541,981,67176,12174,5566,6275,5407,2022,0,612,40563,1801,418155
2023,9,8,5621,0,0,87292,50849,4245,45660,1158,85190,21896,11588,25157,25225,4816,0,2219,43360,5842,420118
2023,9,9,1297,0,0,113120,48197,10528,54659,1637,80828,14684,8048,28633,31012,432,0,9138,44331,11604,458148
2023,9,10,654,0,0,151620,61743,23982,105893,4332,188431,35990,14026,5382,29058,565,0,9705,8453,11873,651707
2023,9,11,1485,0,0,14880,7098,3478,9785,544,31075,6942,4307,6222,4913,15,14088,0,600,1552,106984
2023,9,12,4400,0,0,9370,1810,41,1703,277,16811,4135,1783,3461,1609,3344,16169,0,375,673,65961
2023,9,13,98,0,0,5096,2125,2612,2395,292,11248,1751,371,2890,676,1449,10552,0,1204,56,42815
2023,9,14,520,0,0,633,413,10,2195,199,16218,3930,2123,3767,3411,1522,10974,0,1221,174,47310
2023,9,15,267,245,0,7081,1373,611,2028,357,24929,6009,2620,5960,5014,3857,10804,0,1362,1120,73637
2023,9,16,454,120,0,6614,765,90,1641,231,22464,5934,2789,6747,4903,1310,10279,0,1578,563,66482
2023,9,17,405,450,0,4047,567,175,450,28,2601,1230,604,1400,871,557,10447,0,1317,14,25163
2023,9,18,1975,1730,0,21142,4768,89,11072,765,55121,11517,5663,12149,10366,5425,10778,0,824,4462,157846
2023,9,19,13382,5290,110,12203,1469,1626,2215,241,18141,4374,1703,5497,6049,11500,10750,0,956,450,95956
2023,9,20,880,552,964,17387,8714,2107,7459,473,23191,3418,2232,5713,4557,7521,7773,0,1409,0,94350
2023,9,21,1868,1842,1808,10926,3189,479,5734,187,25175,4550,2396,4567,5184,4129,3657,0,692,1903,78286
2023,9,22,14558,25640,26894,253732,89080,20037,43419,2080,132977,25689,12014,23549,14441,15951,3440,0,22968,27624,754093
2023,9,23,24221,28380,29285,231002,98353,5872,9248,136,15560,5848,2488,6323,9980,34387,0,3481,41367,22058,567989
2023,9,24,13670,29042,31426,176800,41380,5881,36039,1708,119126,21057,8855,17346,12003,19468,0,4040,45244,12597,595682
2023,9,25,4393,36389,55462,278609,65249,52532,104716,4564,299357,63073,25920,44099,9303,9562,0,3939,26552,18972,1102691
2023,9,26,7194,29178,42505,288019,85841,119090,183547,7720,492649,106621,46933,91925,39578,14474,0,8278,37002,42421,1642975
2023,9,27,14786,23799,38924,309543,108786,60340,121875,4360,252766,47920,19518,30008,16490,23925,0,9171,47033,44362,1173606
2023,9,28,14825,26503,51334,360061,126796,61495,58848,2729,176066,34884,14982,24764,16183,21014,0,4405,39993,18266,1053148
2023,9,29,14413,21425,46495,396598,148889,40538,191793,6902,450649,75343,26691,44281,31392,15933,0,5910,33084,27420,1577756
