核准年月,行業代碼,行業名稱,件數,金額-千美元
8909,C254,金屬加工處理業,0,588.9546
8909,C2543,金屬熱處理業,1,179.151
8909,C2599,未分類其他金屬製品製造業,0,180.3424
8909,C2611,積體電路製造業,3,27534.6936
8909,C2620,被動電子元件製造業,1,373.23
8909,C2692,電子管製造業,0,3511.06
8909,C2699,未分類其他電子零組件製造業,9,45006.1553
8909,C2711,電腦製造業,6,14115.5242
8909,C2719,其他電腦週邊設備製造業,0,148.5099
8909,C2721,電話及手機製造業,0,91809.4071
8909,C2729,其他通訊傳播設備製造業,0,985.2279
8909,C2730,視聽電子產品製造業,1,754.3692
8909,C2751,量測、導航及控制設備製造業,0,775.3975
8909,C2771,照相機製造業,0,36.7093
8909,C2779,其他光學儀器及設備製造業,0,5792.9969
8909,C281,發電、輸電、配電機械製造業,1,1540.4449
8909,C2831,電線及電纜製造業,1,2013.8637
8909,C2841,電燈泡及燈管製造業,0,96.5499
8909,C2859,其他家用電器製造業,0,120.493
8909,C2912,金屬切削工具機製造業,0,131.3984
8909,C2935,輸送機械設備製造業,0,8045.829
8909,C2936,事務機械設備製造業,1,5222.418
8909,C3010,汽車製造業,0,850.6758
8909,C3030,汽車零件製造業,0,231.8836
8909,C3131,自行車製造業,0,189.9813
8909,C3190,未分類其他運輸工具及零件製造業,1,1.6735
8909,C3311,體育用品製造業,1,128.7333
8909,C3314,文具製造業,1,82.0675
8909,E381,廢棄物清除業,1,0.6437
8909,E39,污染整治業,1,215.6282
8909,F4331,機電、電信及電路設備安裝業,5,16466.9236
8909,F4332,冷凍、空調及管道工程業,2,1256.7585
8909,G45,批發業,17,8890.1967
8909,G4541,蔬果批發業,0,222.0649
8909,G4544,冷凍調理食品批發業,0,160.9166
8909,G4549,其他食品批發業,1,14.4825
8909,G4551,布疋批發業,1,80.4583
8909,G4565,鐘錶及眼鏡批發業,1,32.1833
8909,G4566,珠寶及貴金屬製品批發業,1,32.1832
8909,G4569,其他家庭器具及用品批發業,0,431.2564
8909,G4571,藥品及醫療用品批發業,0,0.0097
8909,G4614,漆料、塗料批發業,1,48.275
8909,G4622,化學製品批發業,1,322.0197
8909,G4642,電子設備及其零組件批發業,5,4552.3307
8909,G4643,農用及工業用機械設備批發業,1,160.9163
8909,G4653,汽機車零配件、用品批發業,1,7.8849
8909,G4699,未分類其他專賣批發業,7,2851.0877
8909,G4729,其他食品及飲料、菸草製品零售業,2,2494.207
8909,G4741,家庭電器零售業,0,135.17
8909,G4742,家具零售業,0,354.0165
8909,G4743,家飾品零售業,0,928.2312
8909,G4749,其他家庭器具及用品零售業,0,88.2338
8909,G4751,藥品及醫療用品零售業,1,347.5798
8909,G4752,化粧品零售業,0,2091.9156
8909,G4762,運動用品、器材零售業,1,215.6282
8909,G4831,電腦及其週邊設備、軟體零售業,0,106.559
8909,G4841,汽車零售業,0,740.2153
8909,H5220,船務代理業,0,405.5098
8909,H5232,海洋貨運承攬業,1,748.2621
8909,H5233,航空貨運承攬業,1,120.6874
8909,H5241,停車場業,0,142.5367
8909,H5410,郵政業,0,110.7749
8909,J5813,書籍出版業,2,37.0295
8909,J5920,聲音錄製及音樂出版業,0,0.3218
8909,J6100,電信業,1,26698.5759
8909,J6202,電腦系統整合服務業,10,13801.2498
8909,J6399,未分類其他資訊供應服務業,1,135.1699
8909,K6412,銀行業,0,15775.3663
8909,K6420,金融控股業,7,67446.5136
8909,K6520,財產保險業,0,511.8328
8909,K6631,投資顧問業,1,5124.6837
8909,K6632,信託服務業,0,115642.8918
8909,M7020,管理顧問業,1,26.4058
8909,M7112,工程服務及相關技術顧問業,0,370.1081
8909,M7311,一般廣告業,0,4055.0978
8909,M7312,戶外廣告業,0,2317.1988
8909,M7409,其他專門設計服務業,1,45.3141
8909,N7900,旅行業,1,96.5499
8909,N8209,其他業務及辦公室支援服務業,2,3083.1617
8909,S9690,其他個人服務業,1,321.8312
8910,A0132,農產品整理業,1,156.4595
8910,C0862,磨粉製品製造業,0,504.2468
8910,C087,動物飼料配製業,0,2096.8772
8910,C0920,非酒精飲料製造業,2,293.7592
8910,C1302,鞋類製造業,0,524.4521
8910,C1611,印刷業,1,39.1149
8910,C1920,塗料、染料及顏料製造業,1,361.1661
8910,C2002,西藥製造業,0,51.8775
8910,C2422,鋁鑄造業,0,25.2178
8910,C2512,金屬模具製造業,1,5747.4935
8910,C2531,鍋爐、金屬貯槽及壓力容器製造業,2,9658.9817
8910,C2542,粉末冶金業,0,127.7221
8910,C2543,金屬熱處理業,0,2155.31
8910,C2611,積體電路製造業,2,2204.4833
8910,C2692,電子管製造業,0,176.2485
8910,C2699,未分類其他電子零組件製造業,8,16572.417
8910,C2711,電腦製造業,5,17045.4156
8910,C2721,電話及手機製造業,3,2701.1231
8910,C2729,其他通訊傳播設備製造業,0,2171.2753
8910,C2751,量測、導航及控制設備製造業,0,426.1335
8910,C2760,輻射及電子醫學設備製造業,0,1464.9039
8910,C2779,其他光學儀器及設備製造業,1,1188.1665
8910,C281,發電、輸電、配電機械製造業,1,2446.0694
8910,C2820,電池製造業,0,16339.8046
8910,C2831,電線及電纜製造業,1,198.1436
8910,C2842,照明器具製造業,1,95.7916
8910,C2859,其他家用電器製造業,0,278.2735
8910,C2911,冶金機械製造業,0,50.7695
8910,C2912,金屬切削工具機製造業,0,3.8722
8910,C2929,未分類其他專用機械設備製造業,0,1454.2755
8910,C2933,泵、壓縮機、活栓及活閥製造業,1,1867.9354
8910,C2936,事務機械設備製造業,2,2749.2177
8910,C3010,汽車製造業,0,448.0887
8910,C3190,未分類其他運輸工具及零件製造業,1,3520.3397
8910,C3211,木製家具製造業,0,91.002
8910,E3700,廢（污）水處理業,1,4789.3863
8910,F4331,機電、電信及電路設備安裝業,3,362.0921
8910,G45,批發業,6,5417.9075
8910,G4531,穀類及豆類批發業,1,1915.812
8910,G4539,其他農產原料批發業,1,6433.9996
8910,G4543,水產品批發業,1,19.1583
8910,G4547,非酒精飲料批發業,1,798.263
8910,G4551,布疋批發業,3,125.3274
8910,G4552,服裝及其配件批發業,1,38.3166
8910,G4564,家用攝影器材及光學產品批發業,1,2394.7889
8910,G4569,其他家庭器具及用品批發業,1,1280.4138
8910,G4571,藥品及醫療用品批發業,1,159.652
8910,G4582,運動用品、器材批發業,1,127.7221
8910,G4615,金屬建材批發業,1,319.3052
8910,G4622,化學製品批發業,1,2873.7467
8910,G4631,石油製品燃料批發業,0,2346.8932
8910,G4642,電子設備及其零組件批發業,11,17912.5404
8910,G4643,農用及工業用機械設備批發業,1,638.6104
8910,G4653,汽機車零配件、用品批發業,1,15.9653
8910,G4699,未分類其他專賣批發業,4,10856.3658
8910,G4711,食品飲料為主之綜合商品零售業,0,9372.0608
8910,G4719,其他綜合商品零售業,0,29.3761
8910,G4729,其他食品及飲料、菸草製品零售業,1,542.8188
8910,G4732,服裝及其配件零售業,1,16.2846
8910,G4741,家庭電器零售業,2,303.3399
8910,G4749,其他家庭器具及用品零售業,0,111.7568
8910,G4831,電腦及其週邊設備、軟體零售業,0,3776.5825
8910,H5220,船務代理業,1,195.4151
8910,H5241,停車場業,0,63.7972
8910,I5610,餐館業,1,271.3162
8910,I5621,非酒精飲料店業,1,1.5965
8910,J5911,影片製作業,1,31.9305
8910,J5913,影片發行業,1,31.9305
8910,J6100,電信業,0,16340.4432
8910,J6202,電腦系統整合服務業,10,53836.9589
8910,J6399,未分類其他資訊供應服務業,1,657.7687
8910,K6412,銀行業,0,85.531
8910,K6420,金融控股業,10,79418.6229
8910,K6611,證券商,0,785.7813
8910,K6621,期貨商,0,2625.9831
8910,K6631,投資顧問業,1,159.6526
8910,K6632,信託服務業,0,2755.0929
8910,K6639,其他金融輔助業,1,61694.6166
8910,L6700,不動產開發業,1,76633.2461
8910,M7020,管理顧問業,4,887.7961
8910,M7112,工程服務及相關技術顧問業,0,805.2245
8910,M7409,其他專門設計服務業,3,3401.8776
8910,M7609,未分類其他專業、科學及技術服務業,1,127.7221
8910,N8001,保全服務業,0,14.6944
8910,N8209,其他業務及辦公室支援服務業,1,1994.0609
8910,R9020,藝術表演業,1,15.9653
8910,R9031,藝術表演場所經營業,0,268.2164
8911,C0896,調味品製造業,1,308.661
8911,C1130,不織布業,1,345.7004
8911,C1511,紙漿製造業,1,3055.7442
8911,C182,石油化工原料製造業,0,1009.2873
8911,C1990,其他化學製品製造業,1,138.5271
8911,C2002,西藥製造業,0,160.5038
8911,C2102,工業用橡膠製品製造業,1,154.2379
8911,C2204,工業用塑膠製品製造業,1,148.1573
8911,C2512,金屬模具製造業,1,592.6292
8911,C2531,鍋爐、金屬貯槽及壓力容器製造業,1,866.9814
8911,C2543,金屬熱處理業,0,23.1496
8911,C2591,螺絲、螺帽及鉚釘製造業,1,140.9819
8911,C2599,未分類其他金屬製品製造業,0,5272.875
8911,C2611,積體電路製造業,0,1561.8248
8911,C2620,被動電子元件製造業,1,61.7322
8911,C2692,電子管製造業,0,16029.1906
8911,C2699,未分類其他電子零組件製造業,7,56423.1574
8911,C2711,電腦製造業,6,5621.9354
8911,C2719,其他電腦週邊設備製造業,0,12.7722
8911,C2721,電話及手機製造業,2,12611.8775
8911,C2740,資料儲存媒體製造業,1,1620.4704
8911,C2760,輻射及電子醫學設備製造業,0,46.2992
8911,C281,發電、輸電、配電機械製造業,0,53.737
8911,C2831,電線及電纜製造業,0,8476.1778
8911,C2859,其他家用電器製造業,1,71.3007
8911,C2919,其他金屬加工用機械設備製造業,0,909.9327
8911,C2929,未分類其他專用機械設備製造業,0,108.6339
8911,C3030,汽車零件製造業,1,428.6551
8911,C3190,未分類其他運輸工具及零件製造業,0,0.926
8911,C3311,體育用品製造業,0,216.0627
8911,C3314,文具製造業,0,421.631
8911,D3510,電力供應業,1,51377.3998
8911,E382,廢棄物處理業,1,3580.4679
8911,F4100,建築工程業,2,172.8502
8911,F429,其他土木工程業,1,123.4644
8911,F4331,機電、電信及電路設備安裝業,5,10719.38
8911,G45,批發業,10,7353.3021
8911,G4531,穀類及豆類批發業,0,308.661
8911,G4544,冷凍調理食品批發業,2,1027.8406
8911,G4549,其他食品批發業,1,27.7795
8911,G4551,布疋批發業,1,51.7274
8911,G4552,服裝及其配件批發業,2,35.4961
8911,G4562,家具批發業,0,693.7351
8911,G4564,家用攝影器材及光學產品批發業,2,3131.0575
8911,G4571,藥品及醫療用品批發業,1,75.622
8911,G4582,運動用品、器材批發業,2,225.3226
8911,G4611,木製建材批發業,1,4.6299
8911,G4614,漆料、塗料批發業,0,11201.1235
8911,G4615,金屬建材批發業,1,22.6866
8911,G4622,化學製品批發業,2,6481.8812
8911,G4642,電子設備及其零組件批發業,14,8361.3634
8911,G4643,農用及工業用機械設備批發業,1,3.0866
8911,G4699,未分類其他專賣批發業,5,6336.0375
8911,G4711,食品飲料為主之綜合商品零售業,0,0.0136
8911,G4719,其他綜合商品零售業,1,6064.6989
8911,G4732,服裝及其配件零售業,0,2040.4038
8911,G4741,家庭電器零售業,0,1912.6181
8911,G4742,家具零售業,0,3086.6103
8911,G4762,運動用品、器材零售業,1,23.7669
8911,G4831,電腦及其週邊設備、軟體零售業,0,92.5983
8911,H4920,大眾捷運系統運輸業,1,30866.1028
8911,H4940,汽車貨運業,0,547.9968
8911,H5220,船務代理業,0,141.6754
8911,H5301,普通倉儲業,0,1527.8721
8911,J5813,書籍出版業,1,149.8241
8911,J5913,影片發行業,1,37.0375
8911,J6021,電視傳播業,0,1096.285
8911,J6100,電信業,1,16976.3565
8911,J6202,電腦系統整合服務業,6,14472.7907
8911,J6312,資料處理、網站代管及相關服務業,1,45.3732
8911,J6399,未分類其他資訊供應服務業,1,43.9842
8911,K6412,銀行業,0,196.2806
8911,K6420,金融控股業,5,268151.8272
8911,K6510,人身保險業,1,186529.0757
8911,K6621,期貨商,0,6211.1786
8911,K6631,投資顧問業,0,1454.4065
8911,K6632,信託服務業,0,2629.1746
8911,K6639,其他金融輔助業,2,8326.1311
8911,L6700,不動產開發業,0,4303.8922
8911,M7020,管理顧問業,1,3818.2774
8911,M7311,一般廣告業,2,543.2394
8911,N7900,旅行業,1,308.661
8911,Q8691,醫學檢驗服務業,0,1234.6441
8911,R9329,其他娛樂及休閒服務業,0,3103.6465
8911,S9620,理髮及美容業,3,101.8581
8912,A0132,農產品整理業,1,15.4214
8912,C0812,冷凍冷藏肉類製造業,1,22.6785
8912,C0840,食用油脂製造業,0,28.5749
8912,C0850,乳品製造業,0,380.9985
8912,C0891,烘焙炊蒸食品製造業,1,24.1904
8912,C0920,非酒精飲料製造業,0,30842.7323
8912,C1221,針織外衣製造業,1,302.3797
8912,C1591,家庭及衛生用紙製造業,0,40674.1756
8912,C1841,合成樹脂及塑膠製造業,0,3231.6833
8912,C1990,其他化學製品製造業,2,303.5892
8912,C2102,工業用橡膠製品製造業,0,211.6658
8912,C2203,塑膠日用品製造業,0,1964.7123
8912,C2204,工業用塑膠製品製造業,1,507.1434
8912,C2209,其他塑膠製品製造業,0,72.161
8912,C2321,耐火材料製造業,0,235.8562
8912,C2431,鍊銅業,1,1496.7797
8912,C2512,金屬模具製造業,1,1390.9468
8912,C2521,金屬結構製造業,1,30.238
8912,C2522,金屬建築組件製造業,1,23.888
8912,C2531,鍋爐、金屬貯槽及壓力容器製造業,1,302.3797
8912,C2599,未分類其他金屬製品製造業,0,3932.4484
8912,C2611,積體電路製造業,0,467.1766
8912,C2692,電子管製造業,0,13077.9233
8912,C2699,未分類其他電子零組件製造業,6,8712.4665
8912,C27,電腦、電子產品及光學製品製造業,0,4000.4838
8912,C2711,電腦製造業,4,23275.6047
8912,C2719,其他電腦週邊設備製造業,0,180.7324
8912,C2721,電話及手機製造業,2,2447.2832
8912,C2729,其他通訊傳播設備製造業,0,1209.5189
8912,C2751,量測、導航及控制設備製造業,0,75.5949
8912,C2760,輻射及電子醫學設備製造業,1,6017.3531
8912,C2779,其他光學儀器及設備製造業,0,12807.0409
8912,C2831,電線及電纜製造業,1,30.2362
8912,C2911,冶金機械製造業,0,3.0976
8912,C2919,其他金屬加工用機械設備製造業,1,58.8129
8912,C2936,事務機械設備製造業,1,1612.5212
8912,C2937,污染防治設備製造業,1,478.5764
8912,C3030,汽車零件製造業,0,1975.5172
8912,C3110,船舶及其零件製造業,1,49.8927
8912,C3211,木製家具製造業,0,1968.1897
8912,C3391,珠寶及金工製品製造業,1,1237.9127
8912,C3399,其他未分類製造業,1,36.2856
8912,E39,污染整治業,0,96.7615
8912,F4100,建築工程業,1,15.119
8912,F429,其他土木工程業,0,7.5595
8912,F432,庭園景觀工程業,1,37.7975
8912,F4331,機電、電信及電路設備安裝業,4,7371.2716
8912,F4332,冷凍、空調及管道工程業,1,111.8805
8912,F4340,最後修整工程業,2,2615.2823
8912,F4390,其他專門營造業,1,232.152
8912,G45,批發業,16,51915.4798
8912,G4541,蔬果批發業,1,27.2142
8912,G4544,冷凍調理食品批發業,1,1.5119
8912,G4551,布疋批發業,1,90.6232
8912,G4552,服裝及其配件批發業,1,151.1899
8912,G4564,家用攝影器材及光學產品批發業,1,79.1659
8912,G4569,其他家庭器具及用品批發業,1,906.5344
8912,G4571,藥品及醫療用品批發業,2,869.0381
8912,G4572,化粧品批發業,0,423.3316
8912,G4615,金屬建材批發業,1,362.8557
8912,G4622,化學製品批發業,2,181.4279
8912,G4642,電子設備及其零組件批發業,9,8711.3317
8912,G4643,農用及工業用機械設備批發業,2,1159.6263
8912,G4699,未分類其他專賣批發業,3,2979.4988
8912,G4711,食品飲料為主之綜合商品零售業,0,7.3896
8912,G4719,其他綜合商品零售業,1,466.8737
8912,G4729,其他食品及飲料、菸草製品零售業,2,2860.6684
8912,G4739,其他服飾品零售業,1,120.9519
8912,G4741,家庭電器零售業,2,331.1058
8912,G4749,其他家庭器具及用品零售業,0,44.0718
8912,G4751,藥品及醫療用品零售業,1,241.9038
8912,G4821,加油站業,0,566.962
8912,G4831,電腦及其週邊設備、軟體零售業,1,2162.8617
8912,G4852,其他全新商品零售業,2,1602.6125
8912,H5232,海洋貨運承攬業,0,892.0131
8912,H5301,普通倉儲業,1,1372.7737
8912,I5610,餐館業,4,86.1783
8912,I5621,非酒精飲料店業,1,24.1898
8912,J5812,雜誌（期刊）出版業,1,302.3797
8912,J5813,書籍出版業,1,0.8699
8912,J5920,聲音錄製及音樂出版業,2,125.7328
8912,J6100,電信業,2,30661.3045
8912,J6202,電腦系統整合服務業,8,347278.6486
8912,K6412,銀行業,0,6539.0031
8912,K6420,金融控股業,9,60961.6363
8912,K6510,人身保險業,0,8466.6324
8912,K6551,保險代理及經紀業,0,151.1899
8912,K6611,證券商,0,711.7255
8912,K6631,投資顧問業,5,6792.7997
8912,K6632,信託服務業,0,13297.9095
8912,K6639,其他金融輔助業,0,484.2914
8912,K6640,基金管理業,0,907.1389
8912,L6700,不動產開發業,1,14816.6067
8912,M7020,管理顧問業,1,6606.9971
8912,M7311,一般廣告業,0,3.6286
8912,M7409,其他專門設計服務業,0,175.6221
8912,M7609,未分類其他專業、科學及技術服務業,0,34.7525
8912,N7900,旅行業,1,120.9386
8912,N8209,其他業務及辦公室支援服務業,0,846.65
9001,C0813,肉品製造業,0,1424.5811
9001,C1920,塗料、染料及顏料製造業,0,108.3899
9001,C1990,其他化學製品製造業,0,269.8599
9001,C2204,工業用塑膠製品製造業,0,9.0931
9001,C2311,平板玻璃及其製品製造業,0,18345.3565
9001,C2321,耐火材料製造業,0,3940.3492
9001,C2323,陶瓷衛浴設備製造業,1,5.4559
9001,C2491,其他基本金屬鑄造業,0,172.4964
9001,C2512,金屬模具製造業,1,388.8822
9001,C2521,金屬結構製造業,1,52.437
9001,C2531,鍋爐、金屬貯槽及壓力容器製造業,0,227.2308
9001,C2544,金屬表面處理業,1,151.5519
9001,C2611,積體電路製造業,0,195.3786
9001,C2692,電子管製造業,2,4052.0262
9001,C2699,未分類其他電子零組件製造業,3,27094.3594
9001,C2711,電腦製造業,3,33030.7349
9001,C2721,電話及手機製造業,1,87.6629
9001,C2729,其他通訊傳播設備製造業,0,211.9302
9001,C2730,視聽電子產品製造業,0,287.6508
9001,C2751,量測、導航及控制設備製造業,0,151.5519
9001,C2760,輻射及電子醫學設備製造業,0,6.0621
9001,C281,發電、輸電、配電機械製造業,1,136.3967
9001,C2831,電線及電纜製造業,1,1680.9529
9001,C2841,電燈泡及燈管製造業,0,742.2481
9001,C2851,家用空調器具製造業,0,1795.8899
9001,C2859,其他家用電器製造業,0,96.9932
9001,C2929,未分類其他專用機械設備製造業,0,66.1742
9001,C2936,事務機械設備製造業,1,811.513
9001,C2939,其他通用機械設備製造業,1,415.8584
9001,C3010,汽車製造業,0,5935.4389
9001,C3132,自行車零件製造業,0,378.8797
9001,C3399,其他未分類製造業,0,87.6456
9001,D3520,氣體燃料供應業,0,1760.3775
9001,F429,其他土木工程業,1,2296.7514
9001,F4331,機電、電信及電路設備安裝業,8,10147.3074
9001,F4340,最後修整工程業,1,90.9311
9001,G45,批發業,9,8120.6342
9001,G4532,花卉批發業,1,10577.3812
9001,G4539,其他農產原料批發業,1,227.3278
9001,G4549,其他食品批發業,1,212.1726
9001,G4551,布疋批發業,2,166.7068
9001,G4563,家飾品批發業,1,15.1552
9001,G4564,家用攝影器材及光學產品批發業,0,156.0984
9001,G4569,其他家庭器具及用品批發業,2,916.8889
9001,G4571,藥品及醫療用品批發業,1,2881.2879
9001,G4582,運動用品、器材批發業,1,15.1552
9001,G4615,金屬建材批發業,2,333.4142
9001,G4631,石油製品燃料批發業,0,3182.5897
9001,G4642,電子設備及其零組件批發業,5,4017.0643
9001,G4653,汽機車零配件、用品批發業,1,30.3104
9001,G4699,未分類其他專賣批發業,2,318.2587
9001,G4729,其他食品及飲料、菸草製品零售業,0,553.1644
9001,G4732,服裝及其配件零售業,2,757.9405
9001,G4741,家庭電器零售業,1,24.2483
9001,G4742,家具零售業,1,400.097
9001,G4743,家飾品零售業,0,363.7245
9001,G4749,其他家庭器具及用品零售業,0,148.5209
9001,G4751,藥品及醫療用品零售業,1,68.1984
9001,G4831,電腦及其週邊設備、軟體零售業,1,6650.7117
9001,G4851,花卉零售業,1,3619.0592
9001,H5232,海洋貨運承攬業,0,22.7328
9001,H5233,航空貨運承攬業,0,63.6518
9001,H5301,普通倉儲業,1,151.5519
9001,I5621,非酒精飲料店業,1,4.0616
9001,J5812,雜誌（期刊）出版業,0,1060.8632
9001,J6021,電視傳播業,1,18213.5063
9001,J6100,電信業,1,151.5516
9001,J6202,電腦系統整合服務業,6,3333.4032
9001,J6399,未分類其他資訊供應服務業,1,166.7374
9001,K6412,銀行業,0,490.5432
9001,K6420,金融控股業,10,16869.6643
9001,K6520,財產保險業,0,82.4667
9001,K6631,投資顧問業,1,5930.2256
9001,K6632,信託服務業,0,3182.5897
9001,K6639,其他金融輔助業,0,90.9311
9001,L6700,不動產開發業,0,6325.3971
9001,M7020,管理顧問業,0,6001.4549
9001,M7112,工程服務及相關技術顧問業,1,60.6208
9001,M7311,一般廣告業,2,661.6756
9001,M7401,室內設計業,0,11.3664
9001,N8209,其他業務及辦公室支援服務業,3,348.4481
9002,C0812,冷凍冷藏肉類製造業,0,46014.6382
9002,C0813,肉品製造業,0,2779.4077
9002,C0850,乳品製造業,0,33.309
9002,C1121,棉梭織布業,1,40.147
9002,C1611,印刷業,0,61.4249
9002,C1810,基本化學材料製造業,0,0
9002,C182,石油化工原料製造業,0,10808.8076
9002,C1920,塗料、染料及顏料製造業,1,1266.1746
9002,C1990,其他化學製品製造業,1,30.5735
9002,C2002,西藥製造業,0,7043.0499
9002,C2323,陶瓷衛浴設備製造業,1,51.8823
9002,C2531,鍋爐、金屬貯槽及壓力容器製造業,2,5960.2853
9002,C2591,螺絲、螺帽及鉚釘製造業,1,958.278
9002,C2599,未分類其他金屬製品製造業,0,15.4412
9002,C264,光電材料及元件製造業,1,3017.6431
9002,C2692,電子管製造業,0,239.0543
9002,C2699,未分類其他電子零組件製造業,7,142316.5321
9002,C2711,電腦製造業,3,2645.9977
9002,C2719,其他電腦週邊設備製造業,1,216.1762
9002,C2721,電話及手機製造業,0,72.2646
9002,C2730,視聽電子產品製造業,1,176.0292
9002,C2751,量測、導航及控制設備製造業,1,4308.0819
9002,C2760,輻射及電子醫學設備製造業,0,1000.5868
9002,C2779,其他光學儀器及設備製造業,0,12352.923
9002,C2842,照明器具製造業,0,4980.6986
9002,C2859,其他家用電器製造業,0,234.8505
9002,C2936,事務機械設備製造業,0,244.9754
9002,C2937,污染防治設備製造業,0,1111.7631
9002,C3010,汽車製造業,1,46.3235
9002,C3030,汽車零件製造業,0,667.0578
9002,C3121,機車製造業,1,3.0882
9002,C3132,自行車零件製造業,0,540.4404
9002,C3399,其他未分類製造業,1,1574.9977
9002,E382,廢棄物處理業,1,21617.6156
9002,F429,其他土木工程業,0,305.7348
9002,F4331,機電、電信及電路設備安裝業,7,4910.594
9002,G45,批發業,10,12300.7937
9002,G4544,冷凍調理食品批發業,1,182738.4245
9002,G4549,其他食品批發業,1,277.9407
9002,G4564,家用攝影器材及光學產品批發業,1,288.7496
9002,G4582,運動用品、器材批發業,1,88.3234
9002,G4615,金屬建材批發業,2,321.176
9002,G4622,化學製品批發業,2,772.0577
9002,G4642,電子設備及其零組件批發業,6,5759.4272
9002,G4643,農用及工業用機械設備批發業,2,173.2485
9002,G4699,未分類其他專賣批發業,5,2519.9367
9002,G4729,其他食品及飲料、菸草製品零售業,1,4076.4646
9002,G4741,家庭電器零售業,3,104.9072
9002,G4744,鐘錶及眼鏡零售業,1,19.4559
9002,G4749,其他家庭器具及用品零售業,1,75.6617
9002,G4751,藥品及醫療用品零售業,1,27.3214
9002,H5232,海洋貨運承攬業,1,113.4925
9002,H5233,航空貨運承攬業,0,55.5882
9002,H5301,普通倉儲業,0,0.0309
9002,I5610,餐館業,1,6.2383
9002,J5812,雜誌（期刊）出版業,1,931.8427
9002,J5920,聲音錄製及音樂出版業,0,926.4692
9002,J6100,電信業,1,9573.5153
9002,J6202,電腦系統整合服務業,6,1475.2015
9002,K6412,銀行業,0,1102.4984
9002,K6420,金融控股業,12,2458.2314
9002,K6510,人身保險業,1,160186.5291
9002,K6551,保險代理及經紀業,1,61.7628
9002,K6611,證券商,0,1472.2214
9002,K6631,投資顧問業,2,13406.5488
9002,K6632,信託服務業,0,3247.5169
9002,K6639,其他金融輔助業,0,6599.2242
9002,K6640,基金管理業,2,6794.1077
9002,L6700,不動產開發業,1,12352.923
9002,L6812,不動產經紀業,1,77.2058
9002,M7020,管理顧問業,1,46.3235
9002,M7112,工程服務及相關技術顧問業,0,108.0881
9002,M7121,環境檢測服務業,1,154.4115
9002,M7401,室內設計業,0,34.7426
9002,M7409,其他專門設計服務業,0,1.2353
9002,M7609,未分類其他專業、科學及技術服務業,1,2.3162
9002,N7719,其他機械設備租賃業,1,0.3088
9002,N7900,旅行業,1,864.6984
9002,N8130,綠化服務業,1,617.6462
9002,R9319,其他運動服務業,1,15.75
9002,S9610,洗衣業,0,1264.6305
9002,S9690,其他個人服務業,1,30.5735
9003,C0831,冷凍冷藏蔬果製造業,0,32.4866
9003,C0920,非酒精飲料製造業,1,2153.3987
9003,C1125,針織布業,0,42.9304
9003,C1151,紡織製成品製造業,0,127.0691
9003,C1841,合成樹脂及塑膠製造業,0,1531.512
9003,C1920,塗料、染料及顏料製造業,0,556.9134
9003,C2002,西藥製造業,0,375.9166
9003,C2003,生物藥品製造業,1,334.1481
9003,C2204,工業用塑膠製品製造業,2,2163.287
9003,C2321,耐火材料製造業,1,30.9396
9003,C2512,金屬模具製造業,1,13963.3659
9003,C2531,鍋爐、金屬貯槽及壓力容器製造業,1,1546.9819
9003,C2541,金屬鍛造業,0,11416.726
9003,C2599,未分類其他金屬製品製造業,0,1831.6265
9003,C2611,積體電路製造業,2,8104.1739
9003,C2620,被動電子元件製造業,0,1.547
9003,C264,光電材料及元件製造業,1,20.9152
9003,C2692,電子管製造業,0,72.4836
9003,C2699,未分類其他電子零組件製造業,4,12122.1478
9003,C2711,電腦製造業,7,9436.9697
9003,C2719,其他電腦週邊設備製造業,0,5926.6421
9003,C2721,電話及手機製造業,2,3801.215
9003,C2729,其他通訊傳播設備製造業,1,261.3019
9003,C2751,量測、導航及控制設備製造業,1,5680.5173
9003,C2760,輻射及電子醫學設備製造業,0,297.0205
9003,C2779,其他光學儀器及設備製造業,2,964.6533
9003,C281,發電、輸電、配電機械製造業,0,717.7996
9003,C2832,配線器材製造業,0,1701.68
9003,C2851,家用空調器具製造業,1,3867.0524
9003,C2859,其他家用電器製造業,1,30.9396
9003,C2924,紡織、成衣及皮革生產用機械設備製造業,0,24.7517
9003,C2929,未分類其他專用機械設備製造業,1,3223.9101
9003,C3030,汽車零件製造業,0,569.4966
9003,C3211,木製家具製造業,0,0.1856
9003,C3399,其他未分類製造業,0,21657.7457
9003,D3510,電力供應業,0,1266.9781
9003,D3520,氣體燃料供應業,1,6.1879
9003,E382,廢棄物處理業,0,424.3637
9003,F4100,建築工程業,1,145.3126
9003,F429,其他土木工程業,1,6.4974
9003,F432,庭園景觀工程業,1,123.7276
9003,F4331,機電、電信及電路設備安裝業,2,7806.98
9003,F4332,冷凍、空調及管道工程業,2,55.6913
9003,F4340,最後修整工程業,2,60.951
9003,G45,批發業,12,56811.4166
9003,G4520,綜合商品批發業,1,0.0005
9003,G4541,蔬果批發業,1,19.8014
9003,G4544,冷凍調理食品批發業,2,24.2876
9003,G4546,菸酒批發業,0,14.2322
9003,G4548,咖啡、茶葉及香料批發業,1,61.8793
9003,G4549,其他食品批發業,1,30.9396
9003,G4552,服裝及其配件批發業,1,18.5638
9003,G4562,家具批發業,1,30.9396
9003,G4564,家用攝影器材及光學產品批發業,1,475.3876
