核准年月,行業代碼,行業名稱,件數,金額-千美元
9003,G4569,其他家庭器具及用品批發業,0,309.3964
9003,G4571,藥品及醫療用品批發業,1,154.6982
9003,G4572,化粧品批發業,0,0.3094
9003,G4614,漆料、塗料批發業,1,27.8457
9003,G4619,其他建材批發業,1,21.6577
9003,G4642,電子設備及其零組件批發業,3,2181.2427
9003,G4643,農用及工業用機械設備批發業,2,603.3229
9003,G4699,未分類其他專賣批發業,2,6972.5493
9003,G4729,其他食品及飲料、菸草製品零售業,1,1.547
9003,G4810,建材零售業,1,365.0877
9003,G4831,電腦及其週邊設備、軟體零售業,1,92.8189
9003,G4843,汽機車零配件、用品零售業,0,0.0309
9003,H5010,海洋水運業,1,118.3441
9003,H5232,海洋貨運承攬業,1,116.0236
9003,H5233,航空貨運承攬業,1,77.3491
9003,J6202,電腦系統整合服務業,7,15485.1326
9003,J6312,資料處理、網站代管及相關服務業,1,433.1549
9003,K6412,銀行業,0,638.9035
9003,K6420,金融控股業,13,19386.5554
9003,K6551,保險代理及經紀業,1,61.8793
9003,K6611,證券商,1,6187.9274
9003,K6631,投資顧問業,1,911.9458
9003,K6639,其他金融輔助業,0,9292.1536
9003,L6812,不動產經紀業,1,103.2846
9003,M6919,其他法律服務業,1,31.5584
9003,M7020,管理顧問業,6,194.9816
9003,M7112,工程服務及相關技術顧問業,1,30.9396
9003,M7409,其他專門設計服務業,1,618.7927
9003,N7721,汽車租賃業,1,779.9573
9003,N7900,旅行業,1,931.8708
9003,N8209,其他業務及辦公室支援服務業,0,274.9946
9003,R9020,藝術表演業,1,3.8675
9004,A0131,作物栽培服務業,1,16.1241
9004,C1920,塗料、染料及顏料製造業,0,1308.9382
9004,C1990,其他化學製品製造業,0,20407.6666
9004,C2002,西藥製造業,0,5174.9315
9004,C2203,塑膠日用品製造業,1,3499.1291
9004,C2209,其他塑膠製品製造業,0,9.1269
9004,C2329,其他陶瓷製品製造業,0,31.944
9004,C2332,預拌混凝土製造業,1,239.7323
9004,C2422,鋁鑄造業,1,1378.1564
9004,C2511,金屬手工具製造業,0,2482.5068
9004,C2512,金屬模具製造業,1,6236.6879
9004,C2522,金屬建築組件製造業,0,12.1692
9004,C2592,金屬彈簧製造業,0,2263.4621
9004,C2611,積體電路製造業,0,842.3699
9004,C2692,電子管製造業,0,1977.4871
9004,C2699,未分類其他電子零組件製造業,2,7574.7794
9004,C2711,電腦製造業,5,6326.818
9004,C2719,其他電腦週邊設備製造業,0,212.9601
9004,C2721,電話及手機製造業,2,3041.3751
9004,C2729,其他通訊傳播設備製造業,0,136.903
9004,C2760,輻射及電子醫學設備製造業,1,405.6708
9004,C281,發電、輸電、配電機械製造業,1,60.8458
9004,C2831,電線及電纜製造業,0,2519.5992
9004,C3321,眼鏡製造業,1,608.4576
9004,D3510,電力供應業,0,6846.6687
9004,F4100,建築工程業,1,121.6915
9004,F4331,機電、電信及電路設備安裝業,7,29678.019
9004,F4340,最後修整工程業,2,103.4378
9004,G45,批發業,15,11952.1192
9004,G4549,其他食品批發業,1,19.0143
9004,G4559,其他服飾品批發業,1,15.4698
9004,G4565,鐘錶及眼鏡批發業,1,15.2114
9004,G4569,其他家庭器具及用品批發業,1,73.0149
9004,G4571,藥品及醫療用品批發業,1,912.6845
9004,G4615,金屬建材批發業,1,45.6343
9004,G4619,其他建材批發業,1,30.4229
9004,G4622,化學製品批發業,4,13713.8729
9004,G4642,電子設備及其零組件批發業,7,7538.4831
9004,G4643,農用及工業用機械設備批發業,3,1539.6255
9004,G4653,汽機車零配件、用品批發業,1,30.4229
9004,G4699,未分類其他專賣批發業,3,5761.4813
9004,G4711,食品飲料為主之綜合商品零售業,0,1533.3131
9004,G4719,其他綜合商品零售業,0,264.679
9004,G4729,其他食品及飲料、菸草製品零售業,1,927.5388
9004,G4742,家具零售業,0,334.6517
9004,G4743,家飾品零售業,1,48.6766
9004,G4749,其他家庭器具及用品零售業,0,140.5537
9004,G4752,化粧品零售業,1,1928.0505
9004,G4831,電腦及其週邊設備、軟體零售業,1,45.0259
9004,G4843,汽機車零配件、用品零售業,1,60.8458
9004,G4852,其他全新商品零售業,0,6886.1089
9004,H5220,船務代理業,0,0.0243
9004,H5260,航空運輸輔助業,0,689.5021
9004,H5290,其他運輸輔助業,1,60.8458
9004,H5301,普通倉儲業,1,1771.2199
9004,I5510,短期住宿服務業,1,38028.5975
9004,J5812,雜誌（期刊）出版業,2,10763.31
9004,J5813,書籍出版業,1,152.1143
9004,J5920,聲音錄製及音樂出版業,0,249.4676
9004,J6021,電視傳播業,8,23956.8019
9004,J6100,電信業,2,6811.3173
9004,J6202,電腦系統整合服務業,4,3950.5117
9004,J6399,未分類其他資訊供應服務業,1,30.4229
9004,K6420,金融控股業,2,41988.9565
9004,K6631,投資顧問業,2,15406.1454
9004,K6632,信託服務業,0,51.1104
9004,K6639,其他金融輔助業,0,1369.0295
9004,K6640,基金管理業,0,12738.1777
9004,L6700,不動產開發業,0,19338.8729
9004,M7020,管理顧問業,3,3092.7878
9004,M7112,工程服務及相關技術顧問業,0,121.6903
9004,M7311,一般廣告業,0,1049.5893
9004,M7401,室內設計業,0,152.1144
9004,M7409,其他專門設計服務業,1,1960.4503
9004,N8209,其他業務及辦公室支援服務業,0,2863.097
9004,S9620,理髮及美容業,2,98.5701
9005,C1301,皮革、毛皮整製業,1,1503.6452
9005,C182,石油化工原料製造業,0,0.0003
9005,C1920,塗料、染料及顏料製造業,0,247.7454
9005,C1990,其他化學製品製造業,1,17.8615
9005,C2002,西藥製造業,0,6653.6212
9005,C2203,塑膠日用品製造業,1,190.9678
9005,C2323,陶瓷衛浴設備製造業,1,2711.1178
9005,C2329,其他陶瓷製品製造業,0,9.113
9005,C2511,金屬手工具製造業,1,21930.6403
9005,C2531,鍋爐、金屬貯槽及壓力容器製造業,4,9272.4787
9005,C2543,金屬熱處理業,1,255.164
9005,C2692,電子管製造業,0,4374.2406
9005,C2699,未分類其他電子零組件製造業,6,135301.0277
9005,C2711,電腦製造業,3,37862.7352
9005,C2719,其他電腦週邊設備製造業,0,4210.2066
9005,C2721,電話及手機製造業,0,108.6786
9005,C2751,量測、導航及控制設備製造業,0,7.5942
9005,C2760,輻射及電子醫學設備製造業,1,30.3755
9005,C281,發電、輸電、配電機械製造業,0,511.9691
9005,C2831,電線及電纜製造業,1,4700.1264
9005,C2851,家用空調器具製造業,0,91.13
9005,C2859,其他家用電器製造業,1,1568.3505
9005,C2911,冶金機械製造業,0,112.884
9005,C2912,金屬切削工具機製造業,0,4085.6622
9005,C2929,未分類其他專用機械設備製造業,1,169.5019
9005,C3121,機車製造業,0,1511.2394
9005,C3190,未分類其他運輸工具及零件製造業,0,2366.3426
9005,C3399,其他未分類製造業,0,243.0134
9005,E381,廢棄物清除業,1,6075.3326
9005,F429,其他土木工程業,0,8505.4678
9005,F4331,機電、電信及電路設備安裝業,5,1079.8903
9005,G45,批發業,15,20923.1057
9005,G4544,冷凍調理食品批發業,1,68.3475
9005,G4546,菸酒批發業,2,615.1276
9005,G4549,其他食品批發業,2,75.9416
9005,G4551,布疋批發業,2,30.3766
9005,G4552,服裝及其配件批發業,0,69.8663
9005,G4571,藥品及醫療用品批發業,0,2803.7667
9005,G4572,化粧品批發業,0,1.5188
9005,G4611,木製建材批發業,1,243.0134
9005,G4614,漆料、塗料批發業,1,24.3013
9005,G4642,電子設備及其零組件批發業,18,9392.6483
9005,G4643,農用及工業用機械設備批發業,1,151.8834
9005,G4653,汽機車零配件、用品批發業,1,151.8834
9005,G4699,未分類其他專賣批發業,0,100.3955
9005,G4729,其他食品及飲料、菸草製品零售業,1,243.0134
9005,G4731,布疋零售業,1,15.1883
9005,G4732,服裝及其配件零售業,0,60.7533
9005,G4741,家庭電器零售業,1,807.2023
9005,G4749,其他家庭器具及用品零售業,0,0.8354
9005,G4831,電腦及其週邊設備、軟體零售業,1,143.6108
9005,G4843,汽機車零配件、用品零售業,0,6.0753
9005,G4852,其他全新商品零售業,1,789.7934
9005,I5610,餐館業,0,33486.8408
9005,I5621,非酒精飲料店業,1,18.226
9005,J5812,雜誌（期刊）出版業,1,2126.367
9005,J5911,影片製作業,1,91.13
9005,J6021,電視傳播業,1,69562.5759
9005,J6100,電信業,1,47467.3544
9005,J6202,電腦系統整合服務業,10,22479.3945
9005,K6412,銀行業,0,8.5055
9005,K6420,金融控股業,10,153440.158
9005,K6631,投資顧問業,1,6396.286
9005,K6632,信託服務業,1,106.3183
9005,K6639,其他金融輔助業,1,2923.7546
9005,M6919,其他法律服務業,1,30.3764
9005,M7020,管理顧問業,1,674.3621
9005,M7121,環境檢測服務業,0,6.0753
9005,M7311,一般廣告業,0,74.4228
9005,M7409,其他專門設計服務業,1,30.3767
9005,N7713,辦公用機械設備租賃業,0,1275.8202
9005,N8209,其他業務及辦公室支援服務業,1,7.5942
9006,A0222,野生物採捕業,1,4419.5639
9006,A0311,海洋漁業,1,5833.8244
9006,C1111,棉紡紗業,0,1730.122
9006,C182,石油化工原料製造業,0,332.7896
9006,C1841,合成樹脂及塑膠製造業,0,954.6251
9006,C1850,人造纖維製造業,0,8574.1116
9006,C191,農藥及環境衛生用藥製造業,0,0.162
9006,C1920,塗料、染料及顏料製造業,1,874.1897
9006,C2002,西藥製造業,0,2946.376
9006,C2102,工業用橡膠製品製造業,0,353.5651
9006,C2203,塑膠日用品製造業,0,3751.0125
9006,C2311,平板玻璃及其製品製造業,0,20380.1452
9006,C2491,其他基本金屬鑄造業,0,583.3824
9006,C2512,金屬模具製造業,1,4027.7338
9006,C2531,鍋爐、金屬貯槽及壓力容器製造業,5,9254.567
9006,C254,金屬加工處理業,0,12689.4508
9006,C2544,金屬表面處理業,1,1591.043
9006,C2592,金屬彈簧製造業,0,1190.3698
9006,C2599,未分類其他金屬製品製造業,1,235.9779
9006,C2611,積體電路製造業,1,4187.438
9006,C2692,電子管製造業,0,4750.7366
9006,C2699,未分類其他電子零組件製造業,10,17179.2795
9006,C2711,電腦製造業,1,8541.6448
9006,C2719,其他電腦週邊設備製造業,0,1654.8674
9006,C2721,電話及手機製造業,1,1330.4302
9006,C2730,視聽電子產品製造業,2,5997.6723
9006,C2751,量測、導航及控制設備製造業,0,3131.079
9006,C2771,照相機製造業,0,1038.4782
9006,C281,發電、輸電、配電機械製造業,2,930.4108
9006,C2831,電線及電纜製造業,0,21.2139
9006,C2832,配線器材製造業,1,111.6508
9006,C2842,照明器具製造業,0,79.1986
9006,C2851,家用空調器具製造業,0,873.9688
9006,C2859,其他家用電器製造業,0,151.5784
9006,C2919,其他金屬加工用機械設備製造業,0,71.5453
9006,C2921,農用及林用機械設備製造業,0,238.0672
9006,C2929,未分類其他專用機械設備製造業,1,2433.6972
9006,C2936,事務機械設備製造業,1,3.1821
9006,C3030,汽車零件製造業,1,1131.9977
9006,D3510,電力供應業,0,9693.5769
9006,F429,其他土木工程業,0,883.9128
9006,F4331,機電、電信及電路設備安裝業,1,63.8657
9006,G45,批發業,7,22841.0039
9006,G4539,其他農產原料批發業,1,14.7319
9006,G4544,冷凍調理食品批發業,1,88.3913
9006,G4549,其他食品批發業,1,14.7319
9006,G4551,布疋批發業,2,1340.4832
9006,G4552,服裝及其配件批發業,1,44.1956
9006,G4562,家具批發業,1,29.4638
9006,G4564,家用攝影器材及光學產品批發業,1,927.9611
9006,G4567,清潔用品批發業,1,29.4626
9006,G4569,其他家庭器具及用品批發業,1,14.7319
9006,G4622,化學製品批發業,2,10430.1709
9006,G4642,電子設備及其零組件批發業,5,17671.0077
9006,G4643,農用及工業用機械設備批發業,2,590.7484
9006,G4651,汽車批發業,1,8.8391
9006,G4699,未分類其他專賣批發業,2,1484.972
9006,G4719,其他綜合商品零售業,2,854.449
9006,G4729,其他食品及飲料、菸草製品零售業,0,412.4926
9006,G4732,服裝及其配件零售業,1,5.8928
9006,G4741,家庭電器零售業,1,1233.0584
9006,G4744,鐘錶及眼鏡零售業,0,1.2348
9006,G4749,其他家庭器具及用品零售業,0,2005.0089
9006,G4762,運動用品、器材零售業,1,521.5085
9006,G4831,電腦及其週邊設備、軟體零售業,0,871.2655
9006,G4841,汽車零售業,0,253.7758
9006,H5101,民用航空運輸業,0,14.1535
9006,H5232,海洋貨運承攬業,3,810.6069
9006,H5233,航空貨運承攬業,0,103.1232
9006,I5610,餐館業,1,103.845
9006,I5622,酒精飲料店業,1,1473.188
9006,J5812,雜誌（期刊）出版業,0,17.2705
9006,J6100,電信業,2,63051.3463
9006,J6202,電腦系統整合服務業,1,2138.0076
9006,K6412,銀行業,0,76.4717
9006,K6420,金融控股業,13,121456.676
9006,K6510,人身保險業,1,58927.5174
9006,K6520,財產保險業,0,17054.8143
9006,K6611,證券商,0,720.1641
9006,K6631,投資顧問業,2,1380.4361
9006,K6632,信託服務業,0,644.9507
9006,K6639,其他金融輔助業,0,3768.4148
9006,K6640,基金管理業,0,129690.0178
9006,M7020,管理顧問業,2,11210.9599
9006,M7112,工程服務及相關技術顧問業,0,319.9175
9006,M7311,一般廣告業,1,468.1762
9006,M7312,戶外廣告業,0,6629.3459
9006,M7609,未分類其他專業、科學及技術服務業,1,13.2586
9006,N7719,其他機械設備租賃業,0,0.8839
9006,N7900,旅行業,1,176.782
9006,N8001,保全服務業,0,8873.5183
9006,N8209,其他業務及辦公室支援服務業,4,5839.1285
9006,R9319,其他運動服務業,1,58.9275
9006,S9620,理髮及美容業,1,117.855
9007,A0114,蔬菜栽培業,0,0.159
9007,C087,動物飼料配製業,0,309.4456
9007,C0920,非酒精飲料製造業,0,286.1321
9007,C1591,家庭及衛生用紙製造業,0,43.8442
9007,C182,石油化工原料製造業,0,0.0485
9007,C1841,合成樹脂及塑膠製造業,0,176.2892
9007,C191,農藥及環境衛生用藥製造業,0,703.7102
9007,C1990,其他化學製品製造業,1,1302.4038
9007,C2202,塑膠膜袋製造業,0,128.2762
9007,C2203,塑膠日用品製造業,0,1602.3399
9007,C2204,工業用塑膠製品製造業,0,43.0571
9007,C2323,陶瓷衛浴設備製造業,1,39.7406
9007,C2422,鋁鑄造業,0,5986.5197
9007,C2512,金屬模具製造業,0,445.4763
9007,C2531,鍋爐、金屬貯槽及壓力容器製造業,1,3377.6515
9007,C254,金屬加工處理業,0,4554.9476
9007,C2592,金屬彈簧製造業,0,898.6727
9007,C2599,未分類其他金屬製品製造業,0,6040.5672
9007,C2611,積體電路製造業,1,245.3233
9007,C264,光電材料及元件製造業,0,22.0958
9007,C2692,電子管製造業,0,125981.9433
9007,C2699,未分類其他電子零組件製造業,10,46040.1354
9007,C2711,電腦製造業,4,81331.4392
9007,C2721,電話及手機製造業,3,6640.8316
9007,C2729,其他通訊傳播設備製造業,0,66.079
9007,C2730,視聽電子產品製造業,0,90.6085
9007,C2751,量測、導航及控制設備製造業,0,134.4007
9007,C2771,照相機製造業,0,179.6273
9007,C2779,其他光學儀器及設備製造業,0,238.4434
9007,C2820,電池製造業,0,1385.8333
9007,C2831,電線及電纜製造業,0,736.2857
9007,C2841,電燈泡及燈管製造業,1,191.0864
9007,C2859,其他家用電器製造業,1,299.1871
9007,C2924,紡織、成衣及皮革生產用機械設備製造業,0,0.0032
9007,C2929,未分類其他專用機械設備製造業,0,1033.7095
9007,C2936,事務機械設備製造業,2,4919.9225
9007,C3010,汽車製造業,0,7143.8497
9007,C3121,機車製造業,0,1945.6985
9007,C3314,文具製造業,0,9.5377
9007,D3510,電力供應業,0,8345.5204
9007,E3700,廢（污）水處理業,1,31.7925
9007,F429,其他土木工程業,0,2556.3744
9007,F4331,機電、電信及電路設備安裝業,1,7673.5209
9007,F4332,冷凍、空調及管道工程業,0,7021.0602
9007,G45,批發業,8,10598.9145
9007,G4531,穀類及豆類批發業,0,2191.0504
9007,G4541,蔬果批發業,1,953.7738
9007,G4544,冷凍調理食品批發業,2,33.3821
9007,G4547,非酒精飲料批發業,1,74.7123
9007,G4549,其他食品批發業,1,30.2028
9007,G4551,布疋批發業,1,42.9198
9007,G4552,服裝及其配件批發業,1,134.959
9007,G4559,其他服飾品批發業,1,31.6335
9007,G4562,家具批發業,1,2289.057
9007,G4569,其他家庭器具及用品批發業,2,162.1415
9007,G4614,漆料、塗料批發業,2,2106.2504
9007,G4615,金屬建材批發業,1,15.8326
9007,G4642,電子設備及其零組件批發業,6,1925.2083
9007,G4643,農用及工業用機械設備批發業,1,225.7264
9007,G4653,汽機車零配件、用品批發業,2,699.4328
9007,G4699,未分類其他專賣批發業,2,1134.9908
9007,G4711,食品飲料為主之綜合商品零售業,0,5207.6048
9007,G4719,其他綜合商品零售業,1,22591.7212
9007,G4732,服裝及其配件零售業,0,26725.3494
9007,G4741,家庭電器零售業,1,309.0767
9007,G4742,家具零售業,0,2522.1339
9007,G4831,電腦及其週邊設備、軟體零售業,1,297.234
9007,G4841,汽車零售業,0,938.3061
9007,H5101,民用航空運輸業,0,130.1901
9007,H5233,航空貨運承攬業,1,33.3821
9007,H5249,其他陸上運輸輔助業,0,2289.057
9007,H5260,航空運輸輔助業,0,542.125
9007,I5610,餐館業,1,1.5896
9007,J5812,雜誌（期刊）出版業,0,1666.4036
9007,J5813,書籍出版業,1,158.9623
9007,J5911,影片製作業,0,7948.1147
9007,J6100,電信業,1,549.3508
9007,J6202,電腦系統整合服務業,7,18101.4209
9007,K6412,銀行業,0,21022.9513
9007,K6420,金融控股業,8,81355.6234
